source,target
651,937
860,536
887,759
717,686
831,748
977,593
535,917
708,873
879,595
743,913
937,853
623,968
707,909
959,888
932,960
612,704
921,628
601,975
588,818
681,685
758,646
940,516
805,945
968,951
800,830
642,591
502,781
745,567
940,952
542,623
961,926
985,888
897,673
567,607
968,761
992,819
564,631
509,505
898,963
692,788
756,795
529,687
548,866
848,714
977,512
957,700
500,675
934,554
870,918
509,670
940,849
594,593
826,955
627,949
575,658
887,977
711,762
553,927
898,509
775,952
890,709
578,947
775,591
576,621
957,880
912,832
567,580
839,755
961,879
692,719
659,632
624,567
756,817
769,873
771,755
741,809
719,567
671,625
527,745
549,795
823,859
679,950
558,632
614,645
779,669
957,879
786,764
502,556
723,961
642,753
997,548
668,835
897,598
876,689
707,654
796,536
710,946
931,780
826,977
712,852
781,904
878,944
769,695
651,755
950,521
662,946
711,739
744,919
951,686
826,568
871,765
636,506
518,617
826,721
627,701
581,602
723,881
941,541
631,904
936,965
518,527
620,833
906,508
785,675
932,744
943,594
878,784
693,662
745,687
658,668
627,609
744,861
541,539
622,858
798,705
934,505
595,607
892,725
921,598
556,626
951,849
829,788
968,529
921,920
595,592
500,651
635,845
614,539
866,829
758,743
866,862
586,615
642,765
957,929
758,948
745,862
666,651
988,702
910,552
903,532
981,591
738,821
711,675
769,810
593,725
805,574
781,539
743,835
892,832
933,997
509,945
539,647
631,615
558,1000
780,558
672,721
780,989
878,890
640,956
538,620
769,932
750,522
912,653
957,951
912,874
592,933
623,789
597,735
578,790
612,625
936,886
514,930
785,950
620,787
912,890
561,516
862,781
897,982
945,551
742,947
939,704
911,579
545,922
507,801
936,689
800,995
898,602
681,623
991,992
558,771
877,690
732,790
802,850
968,548
987,521
694,819
742,663
934,565
507,615
833,661
692,853
806,638
594,783
730,558
727,951
593,963
715,567
632,948
854,756
692,604
586,574
666,789
890,900
514,609
633,915
603,633
951,908
962,564
593,651
666,703
655,686
955,539
982,776
831,963
575,503
781,900
726,550
995,877
864,678
819,891
806,660
998,571
984,879
786,790
723,902
715,875
798,632
561,786
942,737
943,990
509,557
575,773
570,712
620,689
837,781
784,668
588,840
946,858
854,940
595,825
892,619
951,985
581,640
541,743
925,845
707,767
633,773
586,647
876,662
985,789
968,548
671,955
819,648
897,610
955,966
950,682
712,736
993,646
932,811
742,739
557,874
523,992
930,869
667,743
945,524
503,839
595,532
659,614
937,501
762,916
594,523
967,780
946,560
542,692
576,800
541,980
575,534
575,888
898,818
593,877
854,709
707,520
744,993
908,969
738,609
575,662
578,632
946,995
679,702
762,870
659,544
868,643
732,856
942,736
769,740
960,562
993,564
570,598
826,620
896,863
658,545
826,525
868,526
637,737
776,836
657,520
919,850
804,870
567,787
629,882
579,909
663,526
555,891
829,622
570,533
588,502
636,527
820,885
798,594
511,771
707,508
677,534
614,541
668,878
597,813
511,653
601,957
910,914
783,581
784,853
751,664
500,766
921,836
829,581
766,634
881,625
637,896
509,720
887,605
945,909
563,686
619,991
892,823
614,530
751,880
742,531
796,803
732,684
585,708
932,989
744,540
921,610
912,751
679,799
735,847
594,909
665,576
988,997
998,730
918,542
874,618
619,897
711,502
556,854
942,610
555,841
528,906
826,789
804,939
502,915
595,755
585,587
968,732
527,720
544,525
956,845
603,758
826,782
854,872
940,577
597,1000
631,871
553,627
872,711
766,965
539,796
658,629
576,784
998,920
968,595
860,611
934,935
636,758
771,764
804,585
977,783
586,514
563,640
951,809
866,563
856,810
819,884
665,953
927,519
950,754
943,932
804,897
711,830
806,580
829,671
936,831
943,644
992,715
693,553
829,825
730,587
694,592
827,582
960,733
946,652
732,652
983,904
939,569
878,770
877,543
796,711
606,757
668,937
564,967
503,531
641,895
518,593
545,738
726,567
982,895
907,745
871,746
643,617
960,563
779,595
839,914
800,811
934,795
969,792
726,959
563,569
727,881
570,912
951,996
758,776
938,892
614,943
761,729
547,962
758,558
933,616
768,877
853,936
620,511
853,673
750,543
955,784
862,864
931,868
768,731
620,678
936,872
934,602
738,936
