source,target
957,507
579,554
845,992
808,999
520,930
826,996
633,595
515,811
758,860
777,824
535,574
772,794
663,784
866,546
627,940
520,724
621,516
543,800
956,882
725,804
728,837
726,792
629,587
621,554
673,608
679,767
931,557
949,656
633,783
663,834
525,994
697,644
894,596
525,728
747,510
541,721
813,697
936,828
942,712
572,1000
598,740
735,940
833,753
525,954
880,929
656,570
724,657
725,947
741,976
599,561
916,916
946,754
724,637
746,797
692,653
922,919
815,821
998,600
961,686
1000,548
726,549
976,553
627,667
595,680
948,537
728,802
691,534
829,835
707,984
777,624
801,665
694,621
657,897
684,660
834,537
675,766
626,793
752,804
833,887
555,764
726,939
657,548
808,943
887,536
593,978
971,894
656,630
832,565
657,562
510,605
653,679
815,671
728,646
868,728
581,532
814,856
717,584
575,918
918,927
566,531
820,849
707,843
718,906
530,687
887,751
942,552
563,649
932,899
792,589
674,702
926,879
581,780
827,848
998,608
528,950
763,704
746,709
854,607
816,502
967,955
581,997
880,684
873,609
505,852
792,725
728,951
657,562
763,930
640,757
908,597
633,726
595,696
957,997
811,956
669,582
738,944
707,664
663,618
525,894
783,853
749,919
961,818
673,917
776,630
939,825
907,525
724,703
701,922
941,568
629,624
816,624
868,925
667,810
580,873
887,780
581,551
676,914
717,963
943,858
834,684
755,552
918,608
564,719
631,702
848,799
539,917
631,806
918,695
525,689
657,847
667,751
718,619
710,794
833,837
631,828
673,529
824,590
841,523
692,694
892,542
922,716
716,925
658,703
585,598
778,591
967,667
792,922
525,686
710,785
667,506
845,948
875,795
786,655
927,584
811,968
942,590
792,797
810,710
941,500
667,878
904,961
749,503
717,645
585,528
946,836
726,805
969,708
786,661
759,545
633,988
931,660
547,594
728,603
669,901
509,633
685,797
880,542
511,786
645,859
753,861
834,942
881,860
967,907
558,580
709,997
769,562
759,919
656,657
747,604
725,898
747,979
797,652
816,1000
663,890
874,669
817,618
753,685
814,765
752,930
729,519
931,564
529,642
976,793
954,527
754,537
697,588
690,742
614,702
597,522
877,760
726,922
892,837
737,792
946,586
580,536
572,692
845,605
747,936
667,592
595,797
667,921
618,735
759,957
936,622
867,900
694,866
824,684
908,739
755,785
734,885
621,695
553,768
801,560
939,904
679,810
908,569
750,726
674,561
769,912
918,752
749,989
606,883
793,661
734,551
692,514
636,875
675,944
826,775
667,850
656,845
868,564
762,754
549,704
752,713
648,920
721,569
658,657
841,551
707,954
866,884
904,694
745,893
777,754
820,768
595,803
971,862
726,943
764,784
946,574
948,615
869,695
792,957
749,932
884,657
959,970
663,864
745,710
926,864
887,914
730,801
764,575
978,562
719,634
758,966
931,827
832,825
818,587
705,625
797,833
768,677
927,996
507,602
889,776
892,852
707,511
933,760
855,955
625,823
803,695
752,854
646,655
816,945
695,973
754,974
502,896
819,650
927,526
651,662
927,875
628,622
520,728
690,885
593,727
948,786
675,773
755,647
736,685
881,814
861,812
772,604
575,656
555,708
733,865
932,703
916,768
729,635
572,769
745,909
729,510
837,525
916,861
841,739
734,692
708,530
724,661
786,998
667,935
754,858
998,577
716,627
855,515
637,836
550,899
925,895
531,741
915,696
667,796
691,743
626,804
763,605
585,827
975,997
735,812
563,510
763,546
707,544
564,501
933,558
679,770
810,920
734,957
556,605
653,718
956,613
920,867
633,686
777,898
702,922
734,540
745,637
715,842
922,981
816,874
967,972
749,983
667,861
866,870
994,985
948,688
528,717
941,778
967,792
622,866
683,602
927,570
615,709
759,901
563,832
740,872
529,945
631,943
595,563
663,587
881,769
656,597
507,628
730,945
943,929
946,609
541,931
932,824
638,916
669,877
869,869
989,912
657,902
758,609
880,895
908,571
572,679
653,873
730,602
676,749
967,509
917,521
772,910
697,970
621,676
765,818
531,844
810,843
575,677
718,593
942,752
869,953
940,953
975,816
632,974
738,772
932,612
725,830
837,868
658,786
916,652
808,504
525,598
536,928
621,698
918,726
734,574
837,564
729,885
873,779
564,546
710,633
918,655
505,831
637,818
869,718
596,731
887,646
995,776
931,843
793,642
768,674
958,719
599,986
694,839
663,688
