source,target
938,808
670,634
629,508
731,593
614,717
816,532
576,939
518,768
820,688
952,578
890,580
510,907
552,933
655,862
612,795
547,543
566,749
844,525
627,744
772,847
513,842
840,720
578,728
750,672
562,871
611,679
685,596
610,865
833,900
548,570
900,683
507,834
800,777
962,839
634,502
766,647
765,530
883,844
611,864
686,652
883,882
736,746
685,602
837,992
503,896
865,857
951,732
672,653
521,793
865,640
539,950
811,950
540,880
901,637
526,889
760,580
619,739
828,645
897,518
955,954
676,807
666,725
607,600
796,514
938,796
964,621
1000,878
613,818
703,679
542,806
782,787
885,882
843,730
788,851
562,780
784,674
545,939
741,515
634,530
934,545
843,808
850,560
612,822
765,712
871,774
905,725
579,905
844,703
970,721
787,739
666,732
796,929
552,641
731,862
893,940
509,981
855,599
772,691
893,593
586,844
791,760
826,534
808,894
505,764
763,871
610,539
658,518
707,949
965,617
520,949
510,597
981,777
539,565
916,918
875,649
935,793
763,588
696,874
836,715
790,681
833,680
744,649
878,552
955,901
562,559
896,543
945,947
690,611
651,754
848,598
576,671
977,661
687,872
646,659
534,705
916,997
586,865
527,963
925,722
703,808
630,775
520,612
522,516
829,878
920,865
986,683
547,622
832,841
913,640
686,972
816,725
935,734
929,707
916,843
671,537
965,519
500,769
811,739
787,702
984,901
871,982
670,976
920,890
601,897
938,897
547,897
760,596
520,556
596,849
823,974
537,592
909,753
796,806
698,776
851,903
539,980
951,940
962,768
529,558
520,905
637,833
584,888
857,692
837,899
816,616
945,743
985,954
968,941
658,513
934,885
578,756
951,616
601,711
713,891
679,514
534,534
558,530
521,724
586,908
713,802
652,944
558,737
786,738
731,792
763,888
924,712
899,731
961,921
521,994
527,749
707,535
564,773
787,547
670,750
844,716
549,877
519,898
676,524
959,920
850,569
965,812
549,789
763,539
729,506
564,780
916,625
959,554
537,897
685,682
896,738
729,681
910,892
537,584
878,935
984,911
578,910
767,717
578,646
897,599
945,917
870,591
781,860
642,898
846,960
566,823
970,645
562,517
529,910
953,677
520,742
799,986
714,716
828,808
537,654
503,760
519,974
612,833
519,562
984,937
922,888
612,711
780,987
679,550
512,536
671,837
591,919
871,940
774,833
658,957
807,960
765,736
843,679
636,764
754,859
562,689
945,687
945,733
991,530
945,510
604,690
539,624
642,696
713,651
628,970
639,944
543,758
630,846
594,556
559,631
924,653
738,683
727,941
689,769
796,936
945,664
774,700
912,789
788,568
796,839
670,859
777,870
905,572
1000,709
596,587
614,816
800,859
524,966
540,774
672,551
620,890
865,846
655,662
798,603
912,589
966,875
857,511
808,935
785,969
569,758
672,649
741,555
765,704
948,989
870,590
651,949
686,700
709,573
983,531
762,723
965,851
750,502
537,960
747,805
537,950
666,549
539,979
666,601
747,794
540,957
791,607
591,636
730,616
610,553
790,755
991,828
596,821
832,763
828,779
521,753
573,985
683,793
596,585
951,778
539,810
540,724
816,706
685,962
558,559
951,586
823,686
896,739
727,675
855,799
777,834
713,704
957,802
846,618
800,753
542,972
944,715
542,706
959,952
680,517
594,587
891,673
825,555
877,988
951,747
651,871
763,544
913,893
763,930
983,628
639,587
812,912
910,802
596,695
547,871
529,777
847,899
653,774
559,651
559,738
897,717
850,863
944,907
692,687
799,889
747,952
863,773
916,628
519,851
878,674
883,658
797,629
692,825
804,582
968,551
896,603
640,731
599,547
816,870
690,773
568,930
634,881
599,697
519,575
916,594
676,802
579,985
920,638
686,718
651,635
909,647
504,966
914,712
582,759
713,847
893,798
781,693
542,668
791,797
948,675
800,765
912,965
503,767
909,644
934,573
522,749
906,977
634,679
910,870
855,765
833,823
522,840
578,726
582,966
741,975
772,743
870,626
833,657
799,904
552,597
509,549
559,647
651,729
837,837
791,866
777,728
503,810
795,538
520,645
545,992
591,891
543,881
762,523
506,767
709,686
703,920
948,936
870,632
851,693
912,883
756,983
694,812
878,665
539,733
851,745
763,943
591,831
613,771
754,544
500,511
547,759
648,887
522,997
747,955
762,575
678,925
995,749
591,786
970,682
965,782
885,512
873,675
865,528
953,589
591,822
615,638
