source,target
677,601
947,527
990,616
650,650
842,699
659,794
619,843
778,732
908,973
973,650
712,511
691,657
916,973
818,953
834,906
600,801
611,795
579,520
769,895
848,868
664,700
918,969
814,975
981,625
838,861
996,576
826,694
878,580
666,538
777,977
506,913
663,774
820,616
769,691
960,689
626,615
576,957
552,648
646,976
873,704
769,554
650,976
784,960
624,792
920,958
939,993
889,841
869,566
678,540
855,995
851,925
503,686
744,663
816,579
541,821
834,655
579,679
504,651
761,504
556,813
582,621
938,689
740,532
637,526
873,955
847,816
793,785
566,697
668,970
539,712
931,706
501,728
582,780
742,725
637,960
526,689
626,991
678,686
777,523
573,761
534,691
842,943
873,738
504,954
838,681
829,586
664,820
684,531
902,835
740,714
798,619
993,708
582,768
834,904
509,665
666,548
559,640
979,549
580,532
788,742
579,686
587,711
967,646
979,658
883,970
943,939
872,823
522,594
997,701
930,895
837,688
670,958
509,800
587,909
798,723
912,985
559,819
935,876
637,855
784,657
864,940
902,723
576,640
818,952
875,748
561,608
871,761
566,607
732,913
884,643
805,922
732,556
627,911
780,605
816,719
836,732
551,563
579,719
541,616
776,925
847,529
986,501
960,636
564,928
760,518
949,588
679,582
569,719
668,821
612,592
980,758
855,729
881,551
922,665
665,607
603,702
517,899
851,554
874,700
959,797
550,952
912,643
742,628
817,555
732,512
580,728
564,823
552,972
761,931
548,888
582,682
910,870
582,814
853,585
611,511
947,575
798,551
757,817
646,747
872,974
737,902
760,719
958,703
531,833
834,823
675,915
737,960
931,838
604,723
576,849
691,854
780,645
637,949
511,705
916,970
679,607
561,550
851,835
949,578
560,857
853,909
918,783
933,820
959,889
971,960
754,863
757,605
912,556
930,910
985,939
643,629
778,697
808,858
689,917
872,566
855,994
730,977
818,606
886,692
675,670
829,797
805,840
604,814
504,980
503,596
814,809
740,635
990,765
556,982
677,716
965,650
816,889
972,889
761,568
698,728
864,726
603,681
875,871
783,513
558,783
753,964
580,823
986,877
886,898
984,731
872,706
823,541
881,570
864,888
677,716
776,708
836,789
584,854
814,566
882,793
509,633
842,628
650,643
897,903
761,518
834,972
561,742
842,608
705,703
531,591
777,898
576,780
864,919
625,887
834,831
646,716
736,965
596,660
872,614
656,949
720,517
769,932
920,725
603,953
720,762
938,836
646,591
732,525
638,950
817,876
916,557
906,594
602,734
933,711
985,818
880,745
986,741
881,956
554,540
842,509
569,663
714,766
780,585
558,783
570,616
768,687
923,908
864,983
531,959
558,667
724,674
981,772
670,728
670,666
960,960
657,733
576,624
594,651
790,873
678,556
625,761
990,660
664,669
518,878
798,504
578,753
886,515
530,891
576,748
740,620
578,843
910,672
650,529
998,761
594,722
646,796
903,848
561,924
714,612
566,801
761,759
559,643
630,739
766,652
506,966
546,785
881,712
906,847
766,669
927,766
906,617
556,788
698,822
737,568
970,684
860,568
942,588
698,664
742,512
837,667
717,844
584,950
970,683
551,893
851,556
837,826
670,533
758,766
624,903
783,804
637,636
554,565
659,650
657,647
667,799
579,521
569,519
650,773
653,629
663,544
954,970
840,818
951,596
918,816
831,647
802,988
906,947
836,962
736,656
712,848
526,543
542,917
592,632
825,638
564,764
872,751
874,713
697,978
986,729
687,906
998,891
779,561
875,612
776,844
802,791
980,551
611,501
720,695
645,920
507,727
588,690
780,737
666,594
979,867
842,737
655,794
710,743
862,963
779,557
855,520
930,748
903,968
997,775
771,508
878,874
707,906
869,696
550,525
646,972
864,714
871,554
801,574
649,755
828,958
653,961
504,876
732,918
949,684
643,707
855,759
780,545
530,961
514,736
701,526
856,822
624,908
561,539
852,697
547,894
720,559
972,941
657,584
653,798
670,565
885,750
697,733
630,556
696,601
769,871
748,596
985,521
626,739
566,873
949,569
670,829
534,568
910,940
696,823
971,617
663,837
570,600
701,879
979,555
573,679
559,943
561,588
689,935
684,662
665,892
788,703
750,998
509,769
897,865
943,502
993,616
938,533
553,538
541,837
735,933
801,617
842,704
906,756
710,564
810,997
611,578
997,940
965,995
576,603
514,609
663,641
748,746
595,977
986,979
974,780
