source,target
963,888
684,875
700,586
811,858
955,799
643,937
933,749
579,932
961,605
711,682
964,816
948,817
967,532
711,502
838,900
911,656
541,731
683,791
642,730
839,663
839,710
787,695
984,584
889,957
719,680
746,934
540,894
689,665
576,606
711,722
517,784
725,900
522,549
769,943
593,599
971,865
885,633
995,642
956,885
721,653
943,832
967,658
742,845
739,538
900,971
640,682
904,702
674,1000
555,504
648,826
909,895
581,899
746,874
883,564
748,736
902,618
879,716
930,699
738,821
781,614
905,925
796,792
739,663
740,618
645,666
503,988
716,551
598,580
914,954
899,617
886,701
532,738
502,634
811,686
772,956
806,545
760,754
772,881
623,949
550,976
811,843
608,841
964,530
581,711
743,584
725,541
563,900
563,648
734,590
869,603
602,516
648,769
779,863
839,644
604,975
553,847
769,566
643,850
561,954
684,714
987,523
642,980
839,540
935,848
506,735
783,904
741,789
883,751
548,593
830,932
617,844
582,838
779,559
910,687
550,576
868,721
907,931
576,844
742,560
613,926
833,903
747,901
752,967
893,816
740,984
885,603
714,757
987,950
939,735
748,568
782,904
968,830
572,518
915,807
899,745
602,549
738,816
897,569
730,957
754,537
997,892
796,929
612,573
871,716
630,988
714,866
784,747
550,949
958,717
612,709
754,633
893,986
832,584
572,743
563,651
770,956
586,941
904,834
964,675
987,972
738,930
769,620
824,861
983,845
647,627
608,660
835,672
845,917
958,903
640,785
624,907
612,550
906,723
517,826
961,600
904,740
769,919
821,801
643,833
808,783
533,928
806,548
967,793
662,824
892,712
824,529
576,999
919,524
636,898
678,975
522,892
576,785
987,650
806,858
506,660
930,600
739,745
824,850
716,536
572,823
741,941
518,912
604,911
748,566
561,516
648,961
613,719
754,585
905,652
520,817
553,765
878,594
887,886
717,946
734,612
739,704
769,888
654,995
845,756
969,590
561,633
683,742
555,984
700,785
573,619
743,962
643,825
579,624
989,778
736,942
883,521
689,847
529,558
989,713
522,624
914,516
613,566
559,610
848,577
717,995
529,623
947,976
958,594
603,946
806,581
694,921
581,674
643,859
714,968
776,824
540,925
617,875
747,897
842,607
730,668
577,750
953,806
565,701
596,759
515,965
548,514
869,893
582,675
795,815
617,993
604,817
734,746
577,673
879,800
729,693
662,924
940,629
522,745
815,640
553,626
987,853
565,573
781,733
784,986
604,516
839,872
836,574
867,871
742,669
886,695
845,778
743,912
603,817
783,901
581,684
739,803
817,545
715,906
742,981
681,723
802,981
753,571
761,632
907,928
649,846
582,618
746,1000
983,680
576,958
976,772
582,859
718,800
900,851
738,829
567,618
769,992
783,553
506,994
983,785
625,749
717,850
768,982
604,779
961,528
870,792
760,641
848,637
714,717
782,631
677,639
645,749
540,716
835,830
900,707
783,589
784,623
643,614
872,860
961,929
915,879
559,651
861,973
742,931
943,767
967,574
981,804
648,968
509,507
889,651
724,505
998,994
645,656
919,921
842,826
567,533
746,666
512,680
827,959
801,727
630,806
727,712
939,636
776,731
564,845
930,823
911,821
561,710
773,749
677,853
808,832
666,538
864,523
555,606
928,843
527,621
513,593
563,509
714,629
789,719
772,850
930,828
604,534
832,664
642,694
899,583
714,501
517,934
762,777
789,623
555,815
636,846
721,995
869,705
892,535
643,535
829,685
907,935
636,624
836,896
887,665
613,603
643,966
512,522
900,906
561,968
624,761
782,878
715,868
612,759
746,719
555,977
573,864
802,606
838,664
806,690
836,502
506,987
904,853
649,810
967,572
961,638
538,887
835,871
577,802
928,844
649,843
768,682
677,569
798,552
748,923
559,837
832,694
679,916
711,840
824,829
880,936
768,847
830,741
930,844
748,555
582,500
878,716
907,966
518,680
513,894
987,621
839,956
679,931
835,963
900,730
576,700
604,951
987,923
782,711
507,961
889,943
933,505
566,707
934,734
724,607
527,856
864,841
650,923
624,957
973,888
909,671
598,808
995,729
811,626
550,801
683,629
650,666
502,617
711,565
799,607
640,787
905,792
984,645
566,736
919,640
897,979
581,951
662,508
838,952
669,616
832,698
760,597
657,821
833,748
512,573
803,570
541,934
893,507
576,864
769,562
976,837
579,757
899,800
869,566
576,661
798,605
576,649
968,968
522,804
