source,target
714,768
760,668
849,522
898,662
948,529
871,961
826,570
849,608
601,521
782,607
598,841
782,661
798,977
583,726
874,725
849,724
864,799
746,996
884,697
977,983
850,587
601,559
892,536
714,558
932,777
927,757
730,825
850,709
877,557
987,995
576,919
702,940
601,727
672,803
634,913
675,813
688,973
644,899
963,787
843,662
528,702
992,775
897,928
534,927
981,644
580,751
756,648
913,609
822,756
966,729
871,751
768,561
772,781
901,653
657,982
609,591
700,720
898,938
611,864
786,900
626,630
694,972
529,904
991,848
765,645
688,782
534,781
736,670
889,995
557,546
747,672
877,943
592,729
923,589
877,776
511,704
950,874
508,873
785,932
798,949
691,742
981,919
657,535
661,545
608,671
735,790
916,782
568,538
735,917
639,850
840,669
562,822
917,805
666,619
861,593
789,520
567,987
785,702
508,504
798,803
776,735
504,768
760,531
745,828
790,563
884,895
849,987
648,945
717,543
551,663
837,826
643,874
860,947
746,705
910,657
941,689
818,967
849,656
619,507
950,670
706,997
837,772
546,622
800,622
572,981
670,631
529,730
942,782
509,639
786,844
611,807
609,839
877,734
941,898
570,959
594,916
910,993
554,646
567,719
869,645
668,987
557,712
676,891
772,507
772,558
855,809
706,517
611,576
719,714
706,835
826,700
548,883
529,840
647,556
705,547
609,848
668,535
975,766
577,912
770,549
668,715
966,869
851,512
775,515
986,716
854,978
504,613
849,907
973,631
973,617
641,725
700,850
632,983
688,981
642,910
867,857
706,753
579,729
949,614
676,627
730,983
751,907
811,660
897,709
707,816
688,649
713,844
614,832
725,726
747,516
570,581
544,642
843,742
519,770
714,602
683,900
526,960
601,857
711,786
838,904
861,823
642,981
802,873
748,561
567,854
784,625
799,525
902,603
776,932
583,544
632,585
845,504
510,909
786,596
898,934
608,816
948,613
799,695
562,575
622,764
692,898
730,552
567,964
666,996
719,944
745,569
763,620
707,714
675,523
772,876
603,623
957,747
898,676
849,821
672,517
966,930
907,551
849,711
711,676
698,600
601,974
675,598
719,541
654,885
617,876
770,695
583,643
692,579
845,598
888,956
508,970
583,615
577,641
969,930
974,691
706,785
991,735
576,550
799,627
595,737
957,987
843,939
730,730
949,754
782,838
706,738
675,524
696,788
871,949
851,738
992,814
702,574
798,644
916,742
790,504
892,844
696,789
549,822
622,923
500,912
580,638
985,805
567,753
607,960
601,540
688,751
577,737
608,973
751,646
562,724
639,929
811,804
548,574
953,645
845,835
894,698
673,760
734,821
683,971
917,917
516,593
683,901
556,676
741,515
590,699
636,736
844,507
516,615
911,537
625,515
601,725
648,966
654,609
643,934
928,828
923,616
626,983
560,886
526,695
713,712
558,843
992,796
749,674
576,759
904,554
626,694
568,743
609,743
758,516
562,811
1000,918
785,922
567,905
964,649
802,979
657,882
985,847
717,792
691,825
758,939
560,580
706,582
915,753
583,594
837,859
798,856
640,859
707,921
916,647
736,694
904,700
569,880
932,507
675,989
524,937
916,525
509,760
972,545
886,818
640,708
897,585
572,717
739,727
606,701
912,837
700,975
748,653
932,907
575,974
684,835
577,663
719,727
510,804
692,956
870,899
767,713
916,534
767,646
760,667
508,769
675,744
765,593
632,633
855,544
747,569
572,735
706,899
789,675
664,877
916,807
556,961
932,596
696,903
979,973
991,591
725,925
894,863
600,736
743,617
964,928
551,648
687,578
654,931
782,641
992,741
822,906
548,724
822,569
567,922
595,850
742,769
595,951
902,959
508,738
541,561
696,514
798,687
546,949
567,805
843,524
687,1000
896,701
583,661
586,763
878,642
707,557
851,774
634,584
961,873
977,743
840,944
640,694
585,685
838,684
896,826
657,780
694,951
884,622
719,889
706,799
514,726
963,994
683,619
777,776
700,812
774,730
949,846
961,827
706,543
606,777
625,846
567,742
601,639
583,614
598,906
942,793
911,690
766,688
664,791
601,660
968,763
770,588
927,995
764,596
899,665
904,829
970,509
654,706
711,993
898,590
526,873
746,876
723,806
878,936
509,634
575,624
973,638
902,655
675,718
676,903
626,569
775,805
798,608
510,800
708,950
596,695
557,861
609,522
617,822
772,906
575,878
678,879
642,955
519,968
756,524
508,616
708,655
510,999
837,661
