source,target
674,977
811,603
738,904
710,915
744,681
592,844
700,542
510,680
528,851
809,959
714,729
738,531
568,797
632,967
556,956
671,757
786,880
541,991
926,519
652,542
832,645
844,550
843,667
595,951
689,974
673,983
730,952
708,813
711,562
975,942
675,716
861,623
584,865
508,873
961,857
620,666
661,544
654,789
596,698
685,689
562,712
740,933
895,525
907,759
545,772
528,560
613,668
609,890
906,639
861,575
962,645
846,882
539,607
843,502
625,778
751,517
645,850
673,660
526,800
595,739
608,530
652,835
819,944
811,782
545,531
669,776
704,690
817,521
746,958
799,518
601,618
811,833
767,863
862,977
980,970
831,797
902,685
751,893
740,796
843,732
955,683
668,911
788,908
991,979
958,614
668,534
897,805
568,731
737,554
850,683
926,944
811,530
539,861
513,737
918,734
854,721
621,950
673,859
681,659
743,846
563,760
645,564
629,989
790,801
669,787
850,834
635,700
753,574
676,823
969,536
914,797
835,939
875,647
673,908
814,605
743,504
661,610
568,821
987,518
563,992
506,691
714,785
838,986
894,565
695,692
928,874
962,530
736,859
661,979
910,954
757,899
732,893
740,792
652,978
577,789
528,678
766,502
764,515
956,893
1000,765
848,824
563,948
852,675
767,986
592,811
757,598
818,868
544,624
935,634
811,898
714,554
767,511
965,695
673,515
856,864
685,784
704,788
685,714
517,984
767,939
569,954
796,832
806,544
673,619
574,614
978,927
789,639
652,985
766,785
877,601
528,792
910,562
823,870
655,797
685,965
738,731
898,706
809,712
669,759
867,638
962,529
530,678
786,923
565,923
821,623
757,912
607,672
850,844
795,988
577,517
991,710
556,803
574,838
926,903
919,570
970,830
1000,940
843,650
700,911
622,955
895,670
926,996
563,669
537,882
673,972
732,661
971,696
529,539
926,532
643,502
526,618
704,663
601,933
757,891
751,538
736,568
994,994
596,627
784,636
645,853
751,716
858,570
818,544
645,955
650,555
811,587
844,872
858,753
714,946
894,953
817,712
519,549
897,916
595,832
741,890
692,661
919,643
526,586
601,845
846,765
928,761
975,765
809,817
695,548
562,668
809,991
796,880
560,962
952,957
750,994
703,987
797,998
740,800
975,831
987,585
739,577
844,924
676,960
620,969
898,798
811,962
856,649
594,552
732,948
767,613
994,804
910,811
594,819
669,581
861,923
689,979
855,731
685,880
598,905
830,806
926,915
746,527
577,929
762,971
842,514
569,959
991,673
892,735
843,503
652,696
518,975
528,591
946,900
970,550
759,759
569,767
601,809
907,627
741,691
888,512
637,581
797,794
849,631
818,724
541,592
642,774
965,630
614,616
744,512
565,957
818,649
670,953
852,503
622,797
806,851
506,622
885,801
594,682
775,700
897,573
685,845
961,672
898,768
520,767
877,954
638,727
683,859
759,698
680,894
608,776
894,981
556,720
780,846
843,804
780,968
780,772
751,790
607,810
669,550
843,995
898,672
914,957
554,726
690,516
673,707
969,835
523,968
561,598
508,946
577,864
652,805
751,593
530,594
925,501
676,957
654,780
535,786
961,755
902,527
668,985
704,593
601,835
601,816
562,844
795,682
651,786
906,995
832,579
832,845
902,564
680,583
559,851
677,962
843,633
819,763
673,630
799,683
983,889
947,537
668,926
607,878
596,650
786,936
780,542
677,829
717,737
693,886
591,583
975,676
811,939
562,905
560,561
643,630
926,554
855,525
580,684
645,777
704,823
935,683
848,525
976,686
849,692
838,959
711,747
654,677
907,884
788,607
994,880
835,874
843,514
632,615
661,723
952,715
871,845
544,961
831,753
676,555
528,718
568,891
625,762
961,755
897,657
903,546
830,552
971,562
732,816
906,667
747,505
689,532
688,776
732,566
675,536
596,647
764,979
626,921
809,549
562,619
809,765
654,898
703,734
562,569
832,612
556,946
843,977
560,569
762,599
925,885
704,598
861,832
877,594
681,776
895,973
856,540
912,658
655,975
817,624
828,840
943,945
926,555
669,519
848,779
816,839
861,955
556,712
625,983
642,623
642,636
961,856
614,974
962,657
825,967
673,859
507,656
809,830
635,647
767,934
715,618
528,969
809,542
652,961
717,569
616,530
861,699
560,673
816,898
821,826
709,797
925,840
737,850
608,962
646,746
894,811
541,781
508,776
556,614
822,537
790,653
730,799
806,857
751,928
592,956
554,850
856,512
976,628
