source,target
671,933
745,578
765,916
686,589
571,574
596,750
657,867
634,746
663,745
737,905
798,551
764,780
634,827
598,550
934,790
818,920
805,750
707,979
699,620
671,720
505,768
553,960
996,618
916,829
935,806
554,932
593,807
932,923
850,549
930,727
543,537
963,981
747,748
637,885
883,529
839,861
757,976
737,794
899,781
591,569
737,859
758,944
571,854
623,655
613,703
743,619
590,709
868,571
669,686
623,817
664,951
581,799
951,733
590,695
617,678
637,914
770,648
616,742
688,908
995,961
541,536
683,627
934,611
966,589
737,599
856,914
655,533
533,576
505,564
966,648
838,666
818,779
656,674
818,930
769,604
776,706
814,755
807,800
789,868
732,574
548,859
925,813
663,956
814,667
844,929
778,976
831,725
886,573
965,897
635,839
890,750
899,566
872,512
593,537
886,603
751,793
803,636
705,739
845,637
686,999
870,736
628,918
789,948
957,599
890,954
603,804
835,912
935,670
734,540
660,770
995,980
692,992
504,611
749,621
807,839
930,603
790,964
835,628
814,553
644,800
976,773
860,888
527,547
724,576
764,776
571,883
859,660
974,802
661,507
802,980
637,917
772,958
704,608
829,925
834,606
544,826
544,585
643,803
886,949
830,960
834,662
676,539
921,698
563,559
982,647
581,903
571,942
860,609
885,617
655,762
767,592
553,949
600,698
775,840
840,715
757,960
831,917
590,570
987,552
519,596
771,921
707,700
989,572
699,535
664,862
657,886
834,691
600,767
950,964
559,618
842,685
813,932
886,845
768,661
511,658
749,733
544,929
994,589
909,526
870,618
507,687
763,627
657,994
775,738
871,766
917,952
890,741
842,997
967,929
812,661
564,751
982,957
778,548
768,895
868,557
554,752
778,955
543,857
737,785
960,601
807,972
803,887
770,827
511,793
562,608
734,948
543,875
790,656
653,970
965,861
527,956
613,570
886,587
966,642
807,670
831,643
770,604
789,837
807,899
673,677
724,877
636,791
812,875
829,999
966,537
552,701
985,582
994,878
913,697
616,530
636,866
554,715
775,955
939,640
930,802
854,688
932,592
600,795
634,881
502,839
895,735
764,761
803,715
899,793
737,713
1000,758
663,526
544,930
522,755
737,706
894,624
692,821
930,958
769,826
769,889
522,751
631,548
807,611
839,599
652,731
743,905
802,923
965,817
830,544
664,972
975,551
927,984
596,521
849,750
669,935
921,797
511,968
517,781
798,562
764,829
578,916
511,654
818,934
776,958
706,989
571,822
656,890
737,651
683,524
563,615
600,909
836,816
775,958
917,887
885,876
611,900
850,733
799,650
540,815
754,608
634,776
977,969
745,993
707,994
963,793
673,948
810,823
799,595
963,873
778,825
634,824
812,653
757,500
919,542
913,761
645,695
974,855
957,952
548,554
691,951
975,757
571,582
613,633
511,899
653,602
716,952
989,547
571,664
850,824
757,791
764,909
748,619
544,969
510,852
883,829
1000,833
834,981
598,574
869,693
552,925
775,924
628,555
807,796
951,761
829,557
734,949
724,574
827,676
813,590
868,950
707,971
787,613
840,967
648,741
707,596
648,886
759,940
966,835
965,793
683,676
566,520
960,874
827,723
589,539
784,911
937,776
994,941
527,753
595,591
541,671
914,551
778,975
571,778
663,990
956,833
951,805
588,862
591,503
605,964
1000,965
888,533
937,970
653,852
989,615
688,760
919,826
659,631
502,799
974,716
581,947
843,923
994,625
916,702
728,980
751,600
514,913
567,518
679,852
747,613
663,903
673,651
745,797
795,593
707,792
648,801
603,782
778,904
596,642
894,835
798,690
840,797
748,732
743,849
588,698
966,726
644,715
688,786
967,551
699,816
966,977
945,579
899,533
571,514
868,530
748,644
934,544
734,906
585,658
705,795
843,943
834,896
566,936
749,642
596,874
834,712
831,695
662,806
593,699
645,524
651,836
543,503
762,562
938,723
888,622
965,834
686,919
827,800
733,929
803,807
509,746
927,942
800,804
801,641
894,928
745,669
692,576
805,832
590,628
748,662
960,509
764,846
974,646
540,639
605,851
737,704
810,828
631,909
655,811
898,871
859,641
960,707
704,707
759,508
670,664
916,836
930,969
976,548
930,845
939,951
710,931
688,804
631,712
617,684
751,809
737,547
954,696
732,632
635,690
544,865
985,648
945,814
673,781
585,615
838,864
651,866
616,776
560,920
860,887
662,560
954,883
850,755
880,692
680,575
746,549
