source,target
845,862
781,647
987,903
834,996
600,918
685,767
688,756
821,660
821,724
798,691
879,506
961,741
949,618
802,938
830,775
976,890
520,858
551,977
841,759
626,741
553,624
810,786
816,666
908,986
985,750
624,576
955,914
694,973
739,879
833,702
560,856
821,620
592,502
765,827
500,524
859,770
728,639
792,919
917,521
722,769
501,554
519,889
845,518
989,999
508,604
924,989
785,572
918,829
845,809
839,943
980,660
689,639
809,561
839,522
913,590
599,506
918,832
643,944
886,959
948,825
589,924
521,732
747,997
818,854
713,613
638,819
717,829
903,502
519,549
963,910
961,905
844,555
812,626
833,929
694,775
960,901
852,903
551,709
958,526
832,869
554,937
634,749
605,982
955,755
734,802
636,680
821,652
979,781
519,893
796,934
891,896
953,798
545,898
713,515
693,991
713,878
865,726
585,844
836,524
912,644
501,994
526,587
902,972
876,863
943,799
700,995
571,805
872,938
820,573
572,680
791,924
689,743
664,645
929,832
918,888
699,812
788,749
959,919
802,603
619,831
959,614
690,985
953,879
687,557
656,534
961,536
936,982
849,843
512,679
912,542
546,965
845,770
547,627
767,762
628,714
918,884
760,878
757,515
805,848
722,800
634,912
937,565
571,730
925,746
688,975
906,917
958,792
877,925
693,513
770,803
608,919
961,978
841,689
930,517
830,592
913,638
709,538
796,591
638,915
792,995
875,681
581,936
671,970
670,861
868,787
755,902
743,763
572,583
973,556
709,938
585,930
839,514
810,802
820,550
995,697
545,720
802,736
572,852
703,640
659,843
814,668
984,569
962,635
638,912
978,725
531,586
518,885
733,982
699,581
781,775
845,549
802,833
834,734
930,537
953,969
977,837
619,563
879,556
526,774
802,637
925,692
791,807
872,744
508,972
656,885
655,617
994,697
943,959
757,520
638,701
522,677
531,909
510,981
968,730
660,844
526,656
876,670
821,982
830,540
699,878
908,880
961,559
821,928
654,840
531,604
551,755
728,726
792,651
634,564
755,794
722,603
619,989
832,630
937,788
735,964
816,544
895,794
863,986
678,971
727,595
694,638
796,818
979,778
513,578
765,529
913,682
953,626
891,766
839,845
836,812
891,500
722,584
937,760
508,783
853,798
845,553
913,534
991,920
548,847
839,934
873,518
788,984
608,596
707,831
742,931
769,956
962,995
814,843
820,841
865,765
974,702
958,815
839,801
625,836
690,679
783,576
973,589
628,894
664,940
739,979
760,701
753,634
875,537
671,622
872,558
531,530
678,641
879,929
684,867
605,870
914,776
927,914
637,557
844,943
521,699
638,829
876,827
793,661
626,505
967,578
991,565
673,506
845,925
557,683
796,652
744,656
596,807
612,516
553,868
905,630
880,685
561,959
842,900
805,711
713,780
949,727
512,706
843,512
765,973
600,553
735,828
805,536
812,556
802,701
985,865
788,720
978,817
531,738
797,697
743,578
734,843
922,884
680,753
651,519
561,800
646,953
801,561
788,670
886,603
959,845
958,699
924,693
769,992
608,815
852,906
810,617
902,626
624,718
681,997
922,526
709,987
844,535
903,796
974,736
555,857
577,940
690,839
728,784
924,928
903,939
507,936
703,688
817,766
581,650
830,646
628,616
614,936
555,506
871,533
986,654
690,689
634,838
833,950
600,960
664,921
603,997
996,849
654,797
519,756
860,995
537,820
829,842
713,960
833,755
843,755
880,811
592,896
630,596
707,827
755,560
779,628
670,753
942,712
690,842
670,928
830,516
624,667
872,753
572,874
876,544
950,585
522,665
788,560
961,892
781,884
521,770
908,513
509,797
887,871
821,525
801,608
755,942
501,616
521,545
794,951
727,939
722,652
816,930
651,688
834,905
768,944
707,927
976,802
628,978
984,600
638,995
818,530
603,894
799,778
724,832
796,629
892,969
626,882
546,853
801,661
571,656
757,612
913,935
966,836
908,505
724,702
507,538
986,718
980,740
872,880
963,594
886,546
871,884
839,624
577,968
690,710
876,514
744,764
713,553
624,986
681,537
685,622
709,928
918,666
801,766
694,786
589,517
812,637
970,818
903,626
925,962
713,797
940,555
871,853
913,852
695,515
614,565
599,524
522,753
746,994
925,708
929,503
985,774
783,557
671,798
892,532
829,843
697,752
628,856
826,922
600,580
781,503
976,994
720,601
844,887
830,907
908,989
643,918
716,851
868,680
961,856
614,712
935,843
792,681
