source,target
810,686
932,943
789,568
751,874
869,562
557,802
527,800
771,504
982,724
795,634
934,940
570,609
963,743
891,937
568,961
643,905
758,773
859,681
918,680
564,910
541,550
572,745
554,748
573,918
885,524
1000,567
862,819
851,864
590,928
869,942
546,575
652,661
645,750
599,815
953,837
616,913
996,560
539,614
623,992
710,872
953,958
776,967
633,976
664,764
563,565
963,667
795,988
697,953
623,608
838,548
985,798
623,593
776,736
684,510
511,622
715,703
518,605
671,776
599,735
867,762
791,735
893,699
590,866
953,521
830,643
840,973
959,970
795,917
546,566
517,529
764,625
683,855
930,849
577,958
941,575
838,896
664,729
859,693
595,667
910,686
928,577
829,702
834,577
962,925
527,581
845,798
616,926
919,854
996,633
790,911
734,943
996,577
899,529
935,761
683,994
682,933
923,744
724,961
682,839
935,996
581,619
563,962
993,878
836,981
968,827
559,818
937,665
676,505
706,911
872,812
866,991
595,874
585,619
971,937
632,994
847,693
928,983
949,572
561,683
932,565
554,696
559,789
877,704
512,744
869,670
991,577
571,823
790,592
573,973
820,675
946,727
954,576
527,709
727,741
768,502
684,944
776,571
539,667
783,856
975,899
963,599
926,635
522,657
530,843
704,666
920,584
673,774
893,828
850,585
920,882
501,529
891,522
585,532
567,886
985,797
616,653
789,651
996,621
524,769
968,665
988,671
799,713
884,619
954,852
738,691
852,799
771,982
912,574
682,908
616,808
729,546
518,837
984,834
581,897
913,980
636,667
996,637
684,933
913,901
845,563
679,647
792,792
738,563
645,761
689,501
845,990
624,977
965,813
795,559
546,528
862,948
635,919
778,791
768,781
522,523
893,787
682,890
789,762
760,841
586,644
581,929
758,976
671,989
910,593
715,699
518,691
782,649
649,821
834,696
669,503
838,620
942,825
778,946
626,707
776,797
834,857
633,577
511,551
590,594
891,804
540,540
564,906
752,845
716,810
869,848
723,921
953,730
920,872
687,805
530,982
751,982
748,629
739,644
704,717
724,794
885,990
634,649
818,755
551,692
852,612
761,967
527,831
645,524
776,966
600,875
521,955
748,871
698,549
749,872
530,547
891,772
913,730
800,556
930,558
899,756
559,861
727,617
724,947
985,730
949,592
765,611
882,591
554,788
805,527
845,923
1000,598
980,606
532,592
724,514
929,989
633,640
679,860
872,891
804,750
843,627
652,648
642,546
820,587
666,889
993,990
512,843
664,812
842,568
659,731
997,857
577,650
779,803
831,842
847,825
632,835
725,909
937,751
555,586
996,925
923,871
707,639
805,793
511,701
681,761
704,853
976,963
923,829
727,923
744,780
681,780
632,640
789,566
847,916
567,901
897,766
783,744
567,828
672,665
565,834
501,574
868,875
996,940
884,576
850,768
949,769
715,740
530,961
600,888
711,593
548,590
626,807
852,757
840,693
642,562
652,779
834,546
724,652
782,859
584,536
970,561
725,666
980,700
572,640
793,587
942,905
903,547
679,754
635,699
739,888
734,518
555,940
583,678
535,561
585,904
906,537
543,805
863,959
855,705
684,804
951,521
783,610
707,723
758,834
962,815
568,570
519,600
891,542
687,611
863,507
691,810
766,640
540,962
980,838
927,960
927,638
752,999
568,702
776,983
996,585
939,652
866,977
991,711
965,871
761,595
979,985
853,878
975,862
704,904
716,750
645,849
935,927
542,742
885,844
645,538
941,891
691,938
581,772
749,576
932,821
664,864
694,911
868,504
610,754
831,632
906,541
891,760
795,852
734,730
634,877
710,654
845,547
985,570
568,534
599,997
808,623
572,922
646,726
962,799
646,529
882,939
896,507
855,890
893,914
679,653
792,593
868,772
912,705
664,871
820,569
965,563
829,559
810,837
596,805
847,882
729,523
941,560
840,817
965,957
807,826
706,501
847,649
689,796
754,595
999,676
671,827
790,502
945,631
851,919
645,806
970,902
624,729
632,549
836,884
847,612
521,656
959,990
935,637
723,527
540,831
792,812
805,667
563,529
877,595
563,637
906,743
846,650
754,757
711,703
616,965
975,682
932,823
518,579
557,612
822,953
530,921
984,857
918,975
836,520
704,548
815,944
568,747
723,685
596,824
945,533
776,635
755,860
799,676
712,604
527,507
517,595
643,822
626,640
525,548
652,666
836,583
949,886
997,541
996,554
753,917
566,593
913,700
760,854
542,962
632,515
