source,target
542,552
949,716
737,993
949,604
790,744
579,656
544,879
734,702
607,956
517,615
917,980
883,646
529,770
735,793
666,665
590,990
737,993
987,952
611,869
964,769
701,672
515,592
575,704
962,804
519,530
694,945
636,946
570,912
658,700
970,806
879,708
875,570
551,813
834,873
973,594
533,522
576,878
939,985
824,774
603,818
707,812
727,590
527,590
991,922
965,921
821,770
951,553
508,658
627,651
937,944
539,984
612,670
721,594
951,613
734,837
924,645
874,804
711,557
611,750
577,672
897,851
728,912
759,509
930,573
531,818
578,747
790,697
529,971
862,742
855,756
774,746
673,793
641,707
741,646
920,546
500,991
576,727
668,729
860,989
641,513
999,986
970,835
879,1000
616,703
948,978
970,693
753,597
981,552
520,813
823,593
951,545
654,730
824,809
931,981
711,921
861,888
991,958
653,540
660,635
558,656
737,593
834,832
529,873
523,932
938,700
654,589
676,728
838,670
843,613
700,532
821,701
948,604
683,948
603,865
583,952
792,706
968,520
719,550
887,656
877,769
886,675
969,661
980,861
508,590
991,708
687,979
895,501
717,665
795,1000
719,824
691,735
829,655
870,802
788,734
522,666
878,786
508,503
824,770
607,611
600,566
530,627
852,904
951,515
510,710
647,984
563,648
616,674
856,639
922,943
846,893
539,776
774,528
507,906
539,970
881,862
820,715
616,669
752,838
719,549
775,672
718,900
843,505
741,677
747,935
510,553
725,882
872,732
700,755
780,586
556,678
963,939
634,779
603,948
728,722
785,787
940,943
887,970
980,543
647,936
964,996
687,584
835,768
583,626
821,862
657,542
657,821
860,861
607,537
962,747
777,782
991,961
656,592
962,572
780,816
788,553
981,968
815,984
641,928
529,977
973,849
556,725
627,518
920,894
880,679
740,976
906,675
951,767
790,801
563,968
824,819
788,689
578,789
570,734
682,691
577,821
880,571
576,546
500,778
642,725
906,750
938,772
691,659
674,700
683,550
951,606
937,992
860,580
593,797
674,623
871,681
540,726
677,824
719,805
758,802
889,517
957,815
697,510
957,729
985,787
917,816
788,930
829,709
886,538
860,895
534,649
897,734
868,988
588,541
777,825
991,965
676,676
889,905
523,850
981,831
702,598
932,863
509,553
835,889
652,894
963,867
739,681
804,644
786,939
826,668
634,959
829,965
556,821
991,635
854,739
688,629
540,824
642,828
641,719
852,744
920,656
882,984
920,996
897,555
641,640
551,699
872,935
588,910
590,698
647,834
677,908
701,905
652,897
627,664
579,850
692,603
783,704
728,899
502,655
551,917
972,990
703,877
965,915
539,528
721,638
627,754
721,702
795,914
831,712
841,517
970,844
727,959
546,573
571,964
714,956
931,815
728,554
795,620
976,618
852,519
889,887
694,902
978,768
980,584
611,681
964,725
759,733
719,608
995,939
624,501
887,835
616,781
980,918
927,951
833,930
570,957
995,803
869,863
991,570
964,924
709,630
986,736
875,942
658,661
511,636
999,551
719,925
523,677
852,915
861,888
616,599
927,869
917,943
654,815
964,641
931,602
624,983
727,510
964,818
790,968
583,752
585,878
653,926
970,666
600,804
533,597
882,726
897,911
809,759
930,758
874,724
759,979
876,517
939,523
726,992
867,868
922,676
660,984
860,592
764,798
760,512
628,714
788,726
759,864
694,630
513,867
576,584
527,623
520,540
880,566
870,838
987,729
980,820
533,539
995,730
854,608
922,834
821,731
995,663
987,959
652,860
602,788
718,947
862,948
889,915
930,621
996,838
682,721
616,762
999,918
863,729
824,743
711,584
838,524
770,796
508,859
924,738
710,940
621,859
889,909
520,713
641,716
820,719
962,528
648,875
551,737
829,608
860,586
764,577
809,949
850,996
576,720
714,801
700,675
924,740
760,741
501,565
879,907
517,966
598,549
996,796
970,948
600,986
611,639
666,728
933,935
509,977
674,928
576,675
829,732
854,996
734,848
854,926
817,781
734,949
854,823
527,961
533,744
856,685
719,980
513,810
868,702
523,511
590,898
769,804
500,653
761,509
601,962
785,825
862,903
930,515
666,549
976,615
616,763
880,997
777,789
780,500
622,959
976,654
760,781
593,919
711,501
522,908
924,744
677,645
674,766
628,787
600,610
668,909
869,522
788,893
792,723
641,624
603,778
759,762
551,836
606,758
764,707
903,975
769,814
991,621
692,909
878,798
971,564
987,877
