source,target
787,900
609,580
647,968
912,543
980,687
558,648
846,773
520,965
585,738
642,663
726,562
848,581
868,680
890,502
745,638
921,549
715,910
645,857
973,708
658,553
745,884
791,844
661,549
541,783
600,784
847,675
851,942
665,739
898,767
872,769
793,542
779,888
894,510
950,521
572,976
768,810
509,651
973,704
687,509
700,746
653,775
986,825
715,929
955,693
885,623
798,999
905,741
979,848
616,500
740,826
567,922
555,728
842,578
612,724
523,799
904,674
518,1000
656,679
535,950
680,606
793,789
560,501
632,585
744,799
780,520
898,514
948,979
598,667
978,918
980,736
655,718
613,859
983,814
768,668
887,905
992,870
640,840
812,654
945,642
868,783
800,698
745,773
537,645
605,538
512,802
914,765
743,750
547,797
890,658
842,562
558,635
571,710
643,802
991,650
887,707
545,664
581,501
772,998
528,713
895,766
965,655
517,712
887,821
611,972
787,661
557,589
658,616
773,984
745,553
567,771
829,663
872,503
643,877
905,624
645,556
914,808
726,821
511,673
842,984
941,877
676,804
838,662
727,781
766,672
758,500
545,627
547,547
576,841
676,897
919,843
984,975
838,860
680,819
581,696
900,712
885,932
852,750
905,997
762,782
778,770
943,544
937,908
661,850
971,773
843,920
822,718
918,580
894,625
643,906
731,882
880,587
848,731
907,642
916,664
980,968
690,762
541,527
701,526
563,912
851,671
528,802
842,963
849,602
626,654
547,836
952,888
710,975
715,702
937,689
658,858
522,943
747,784
886,841
873,729
639,524
709,707
713,974
523,721
980,884
966,982
714,910
695,953
753,786
890,754
719,938
971,902
535,862
522,846
852,578
608,899
937,908
975,654
880,608
726,748
907,513
513,625
739,914
713,713
843,693
529,826
930,875
567,859
847,630
963,553
984,989
562,609
782,922
884,709
517,971
647,702
902,753
626,808
523,679
743,645
829,725
537,557
700,804
972,673
557,931
643,975
819,764
500,697
864,726
634,951
729,743
848,848
748,757
978,748
598,999
943,769
772,559
567,854
784,878
529,566
541,793
523,756
746,531
701,555
941,574
909,741
986,543
861,947
747,614
608,604
602,770
809,683
982,979
525,530
692,898
772,520
860,856
589,639
917,990
939,523
784,649
909,949
967,700
699,562
782,520
839,658
525,590
829,896
758,778
984,696
965,715
804,878
518,560
595,888
701,701
680,948
562,852
918,519
627,824
773,874
751,809
573,642
877,767
645,702
611,969
710,876
991,530
768,890
598,767
888,957
562,685
894,982
693,769
897,529
755,938
589,957
843,714
819,582
897,533
642,636
849,772
885,521
752,640
699,620
752,567
914,929
583,665
762,928
602,840
567,691
571,840
921,632
739,941
849,516
941,916
583,577
932,659
880,981
810,618
761,577
894,914
975,512
872,537
645,780
537,688
507,877
560,659
507,666
641,551
518,630
889,861
727,865
851,792
656,543
878,967
946,893
950,968
842,949
739,704
941,742
939,564
547,787
643,967
563,838
520,673
898,885
941,861
626,509
852,907
520,523
634,741
895,629
861,718
595,555
849,733
680,527
967,960
948,935
847,736
646,772
506,953
626,539
733,807
940,788
582,772
633,548
678,919
509,620
921,699
813,1000
802,510
909,863
645,992
954,884
866,934
895,777
890,878
838,700
613,628
571,994
643,732
685,896
753,963
748,760
780,644
655,788
901,565
547,888
864,844
820,754
708,890
643,537
771,975
849,607
832,693
822,632
733,524
520,819
829,998
772,842
598,721
746,696
658,907
782,833
655,875
522,737
956,825
585,655
986,871
613,827
825,974
855,667
872,903
676,737
744,966
943,916
500,531
535,677
560,513
843,930
930,757
998,738
555,898
726,899
573,699
914,887
943,774
719,504
842,910
573,745
837,721
573,968
787,577
784,975
680,571
602,591
827,562
611,874
778,886
827,766
943,726
682,739
967,774
645,750
921,713
522,775
558,789
943,556
540,930
605,590
761,622
904,874
522,757
843,668
514,735
646,905
541,999
916,733
647,818
894,817
946,652
585,672
894,544
715,701
643,525
855,673
520,551
646,965
980,647
726,523
598,997
955,793
941,688
963,884
916,551
547,745
905,560
665,965
693,661
581,582
825,810
743,861
626,794
956,660
887,849
509,979
851,536
812,734
858,698
993,663
500,739
922,882
893,629
895,795
661,534
979,680
851,574
578,612
767,962
973,618
812,753
642,950
678,981
788,616
978,982
