source,target
1000,518
503,981
853,673
680,781
589,725
779,604
527,899
658,846
741,910
796,537
698,801
747,545
772,551
777,726
793,881
762,641
719,754
741,880
862,775
771,593
733,823
933,940
790,508
905,915
655,667
964,790
862,723
964,942
627,520
729,914
918,782
596,989
921,822
988,842
869,745
708,725
582,579
869,838
776,916
544,913
793,836
933,825
523,788
786,923
561,848
1000,900
919,594
716,505
817,810
537,593
783,887
521,867
692,623
532,630
807,748
642,673
696,777
592,601
799,671
904,930
553,951
728,848
910,602
940,852
756,595
713,989
539,704
524,614
544,919
767,747
540,731
771,828
1000,903
795,861
884,624
674,675
549,854
868,600
622,930
713,716
1000,719
581,584
960,844
539,712
781,819
641,730
968,605
847,866
518,819
940,794
510,518
853,599
814,554
842,671
960,935
655,877
741,982
526,503
793,780
889,546
850,639
556,756
762,736
968,844
957,561
741,726
576,995
540,933
990,596
729,629
889,754
848,617
889,770
990,742
964,841
592,657
764,980
850,697
583,967
992,924
582,869
894,718
776,623
708,695
917,629
738,554
920,899
741,506
960,923
737,953
808,575
826,763
580,559
891,593
875,542
644,820
840,778
696,722
741,950
875,892
786,712
816,599
697,825
738,592
767,959
642,858
999,646
545,979
920,873
904,881
721,812
632,754
767,755
676,707
602,643
966,822
561,726
632,995
896,702
582,628
986,629
931,686
719,965
981,722
695,975
963,664
648,511
739,704
582,778
762,854
814,568
920,506
990,901
986,572
702,548
1000,663
754,834
580,547
683,752
940,891
623,752
808,547
627,898
674,861
808,519
526,569
858,981
738,625
738,897
655,692
729,925
708,771
816,846
741,811
826,824
610,974
968,705
758,818
894,554
692,646
537,952
714,878
526,803
676,540
647,915
741,600
644,535
731,528
786,517
647,939
543,557
581,899
803,589
672,629
793,529
826,816
739,850
803,805
680,949
771,583
632,823
677,537
568,766
563,525
764,572
695,667
596,622
813,864
690,702
614,516
565,655
673,816
897,842
638,663
837,894
680,907
887,869
764,858
755,788
610,867
612,572
731,840
712,836
891,607
589,703
680,856
767,978
920,928
523,878
817,952
817,578
648,575
726,517
702,1000
721,898
689,762
966,645
713,577
596,963
689,957
695,537
655,821
524,870
978,999
666,566
918,871
579,873
754,695
842,523
971,935
779,621
747,692
928,938
544,932
733,741
803,641
786,823
809,879
803,908
899,888
719,743
773,927
824,827
527,658
842,502
589,621
817,768
915,803
596,749
745,952
574,960
748,910
799,757
702,712
796,601
936,549
719,713
838,931
605,717
925,923
864,889
545,773
963,656
781,684
868,751
519,578
808,759
577,958
784,622
748,541
524,950
1000,730
790,717
571,857
707,1000
920,662
955,510
850,654
541,684
635,932
826,863
574,710
573,594
695,929
642,968
651,528
929,638
585,683
928,507
759,568
737,799
837,593
772,775
828,690
632,964
822,586
589,612
831,843
615,724
748,553
716,631
889,700
582,942
612,536
838,575
781,714
549,936
981,905
799,631
783,812
773,607
847,772
742,556
537,796
793,984
648,938
989,974
729,976
940,582
708,875
549,918
576,907
896,845
920,607
814,976
716,500
754,655
618,824
875,848
957,664
677,722
865,534
571,562
503,782
754,839
729,517
614,574
564,510
592,888
541,922
729,625
501,724
924,916
955,991
542,636
790,622
865,577
576,761
964,849
772,729
808,637
672,607
936,946
553,937
644,798
896,884
887,938
581,881
582,565
865,518
510,733
706,503
506,928
666,990
683,702
612,935
524,595
939,871
557,833
658,707
623,701
759,724
582,509
695,945
786,946
915,692
647,683
864,979
742,501
905,874
559,879
526,840
571,529
574,646
519,738
921,771
939,698
891,678
850,695
972,582
788,797
739,556
807,751
639,958
964,967
651,648
772,650
707,647
808,680
968,626
814,870
813,791
541,642
772,534
923,693
762,853
937,513
655,872
542,776
587,841
868,997
897,760
964,944
673,956
719,636
544,588
648,866
524,753
790,587
796,506
644,822
541,720
602,791
524,551
916,648
828,598
695,563
1000,749
614,638
536,702
887,861
651,712
974,828
828,699
783,635
954,653
864,714
771,788
651,947
998,800
563,526
988,571
717,500
847,827
674,774
518,930
701,677
524,833
800,979
707,877
990,548
632,897
729,769
614,752
776,974
808,723
537,541
736,704
896,592
