source,target
580,746
765,585
509,579
514,543
772,889
508,697
687,514
511,630
650,524
696,813
949,695
786,792
891,559
681,602
749,853
686,924
883,611
908,813
872,521
683,732
651,543
628,535
527,994
937,836
580,551
827,912
733,510
650,710
590,736
670,511
786,717
738,764
937,555
509,962
988,894
822,772
574,815
806,589
651,979
665,848
993,923
620,832
945,795
966,587
941,761
506,968
958,726
953,764
979,561
580,660
696,572
978,650
574,803
942,560
705,508
731,847
705,914
502,665
928,683
665,883
673,727
629,814
600,843
794,529
966,659
823,844
892,684
686,531
676,648
532,662
705,521
879,965
981,586
573,650
969,597
590,640
781,987
820,936
527,903
875,579
558,881
744,672
868,849
624,884
786,809
868,549
793,682
540,708
553,570
549,738
709,591
843,798
958,932
935,864
546,590
551,612
993,842
955,624
882,767
904,652
715,740
740,500
922,625
577,878
682,809
553,623
631,842
600,673
969,714
705,759
509,857
613,599
775,912
723,936
508,991
638,750
674,874
793,625
921,633
955,1000
967,717
831,997
882,770
702,577
762,844
681,673
524,759
532,649
649,585
993,600
674,656
637,980
795,718
843,577
900,606
908,937
974,656
749,850
858,842
626,985
945,592
798,746
783,570
575,831
945,712
742,519
562,530
500,742
949,932
955,520
998,693
564,578
998,867
568,504
786,655
503,895
730,908
558,905
896,750
921,995
604,931
549,723
762,550
878,662
797,659
545,566
569,809
573,978
908,575
949,728
781,851
822,893
657,526
506,798
762,901
557,542
527,513
500,619
822,905
819,544
653,542
887,889
681,820
605,526
786,678
743,574
511,763
844,699
831,554
686,725
715,837
955,841
649,654
850,803
500,633
962,772
950,606
798,684
974,937
651,611
662,536
573,503
974,917
637,689
994,636
765,641
650,503
882,509
740,626
732,870
962,864
766,635
930,683
517,937
739,858
524,508
775,806
945,593
624,862
609,822
907,525
788,897
571,824
931,678
938,508
553,818
668,969
996,900
809,790
551,966
927,881
621,696
994,745
850,500
674,849
890,848
794,891
664,632
670,539
981,535
646,898
781,857
677,786
607,903
958,875
911,570
839,654
783,502
703,673
621,519
788,642
994,790
540,522
715,611
982,779
641,607
698,825
629,943
629,635
696,841
888,545
775,958
551,504
902,931
640,984
995,853
695,998
659,829
979,761
882,598
529,618
779,765
906,656
557,528
599,930
529,717
998,649
508,774
545,793
950,600
839,789
855,843
930,863
726,555
772,959
629,539
580,837
950,778
709,720
852,679
637,884
540,599
562,867
995,657
600,975
844,603
955,876
574,924
955,516
955,658
981,811
815,940
673,895
677,824
712,790
794,901
712,767
682,711
686,637
676,866
541,711
962,710
641,844
503,795
569,585
629,859
772,952
786,547
827,749
509,517
723,769
682,636
757,747
788,652
965,546
941,641
843,726
640,546
945,666
797,769
801,875
762,709
585,827
726,544
514,627
953,621
726,916
631,983
798,750
662,940
890,647
514,672
651,642
668,582
890,994
730,954
610,596
909,874
731,527
558,889
705,709
506,749
507,688
858,683
907,749
665,605
601,719
682,507
885,537
827,525
955,652
907,649
716,615
579,770
781,793
805,998
794,507
511,732
553,891
823,856
629,987
812,539
797,992
794,767
529,782
687,973
775,820
785,586
695,993
541,763
762,552
573,712
822,642
884,769
696,548
654,841
879,676
774,747
766,790
917,642
818,703
844,647
695,745
676,788
564,508
500,848
794,998
814,947
933,874
921,869
561,871
553,502
907,886
788,879
795,733
749,966
577,786
744,762
604,714
935,882
660,579
593,614
664,791
604,742
794,603
781,551
749,662
530,539
632,770
796,511
762,755
697,618
668,951
640,590
760,973
677,916
798,879
953,626
907,577
621,635
794,978
906,665
569,660
609,771
978,745
822,630
512,776
604,558
974,779
890,666
716,857
879,694
884,986
738,737
917,617
927,954
686,766
737,565
731,591
744,684
937,693
730,666
541,588
809,742
617,899
682,925
962,562
521,798
908,909
822,577
673,549
676,531
698,725
629,564
605,953
945,917
820,901
705,583
665,829
794,687
664,500
601,911
687,562
601,643
831,952
760,579
987,514
884,810
577,999
915,615
827,600
746,891
693,613
795,514
854,857
526,564
677,742
726,518
564,566
646,895
513,850
969,619
737,551
933,679
699,681
760,503
599,618
668,913
940,566
