source,target
915,508
520,863
993,909
541,588
508,911
806,932
727,779
681,729
679,771
885,968
509,969
862,991
531,594
587,789
928,901
976,798
641,907
781,972
688,897
657,858
904,939
543,696
558,906
723,726
503,553
791,599
895,829
624,842
696,991
982,745
562,685
980,700
912,919
709,761
931,562
669,779
987,968
761,830
538,527
641,973
607,520
859,526
597,525
907,753
818,630
943,798
950,968
950,554
795,852
676,564
987,852
972,992
704,914
787,682
987,953
955,719
621,636
571,961
761,619
554,851
696,713
645,646
639,570
679,606
784,707
912,994
997,717
896,904
665,803
781,940
548,662
614,653
806,615
676,745
700,761
879,536
932,814
790,999
902,893
969,927
840,601
805,889
559,863
763,744
980,761
932,640
641,850
552,871
781,828
741,718
736,876
987,758
736,689
510,685
915,584
676,541
981,772
607,754
533,670
638,959
738,968
927,573
893,818
903,690
971,526
950,639
889,722
533,519
791,539
822,690
717,871
517,619
676,565
880,976
695,825
511,705
800,501
552,775
510,988
958,973
981,550
970,944
817,591
859,980
623,556
514,875
951,970
550,848
651,588
780,950
639,960
657,970
503,734
688,807
958,833
900,722
987,868
676,729
940,539
954,895
670,595
610,596
806,936
900,791
748,593
910,819
675,640
903,854
767,956
878,790
792,792
657,788
752,845
837,788
925,711
976,882
599,863
932,908
941,500
654,707
790,938
785,547
723,546
507,858
903,567
880,971
658,878
960,587
784,943
546,639
775,859
990,872
683,928
851,856
980,590
997,568
679,684
741,616
518,718
951,909
764,623
932,649
976,519
610,690
661,925
928,660
553,557
587,806
714,833
641,887
950,642
833,576
945,756
752,517
994,653
931,761
912,573
567,998
590,923
714,909
793,908
793,630
846,623
895,888
915,781
784,605
724,891
595,676
651,880
744,962
551,615
874,587
622,809
763,544
576,904
570,884
510,754
901,571
591,680
645,766
728,799
901,921
874,782
872,890
881,613
809,616
679,915
549,853
912,996
739,552
735,538
865,940
748,844
750,995
826,677
910,973
796,779
835,836
803,900
562,739
548,615
924,743
609,872
902,997
605,795
806,603
605,600
889,891
792,919
543,999
932,809
881,682
803,735
990,797
780,952
719,786
971,535
878,929
865,739
567,657
912,810
677,824
841,997
889,887
987,714
744,677
970,955
750,625
719,558
596,609
935,736
595,734
756,921
651,607
531,920
748,530
911,596
715,701
581,955
904,502
714,591
784,794
679,540
918,860
624,929
927,824
793,983
681,923
645,983
582,565
846,872
878,897
546,734
859,553
546,539
543,561
811,705
570,848
503,651
766,908
657,716
861,859
607,539
552,943
587,620
928,680
998,735
520,869
925,654
946,543
695,657
990,954
605,576
624,598
517,861
565,712
997,778
851,691
531,803
681,952
562,881
763,616
750,953
750,755
523,900
649,524
915,513
660,547
739,632
701,763
925,558
600,509
519,732
543,926
682,864
997,911
854,640
736,532
510,731
912,901
558,741
797,858
761,857
502,865
610,533
775,915
943,562
503,669
854,713
616,668
901,942
520,581
865,709
610,683
896,671
643,732
624,867
946,951
780,829
892,878
550,859
706,979
878,675
987,599
978,592
996,584
781,970
839,900
957,954
672,775
551,894
620,607
984,595
714,995
946,983
648,954
915,832
978,777
507,894
587,679
517,837
679,588
590,740
817,661
826,708
912,500
960,562
990,627
826,824
619,517
554,505
912,689
696,684
873,789
587,563
654,553
700,762
695,673
885,959
790,749
957,809
805,533
984,685
840,810
832,546
719,614
800,738
755,890
507,706
790,944
712,660
610,752
795,724
835,656
838,946
873,801
600,788
552,918
993,642
969,714
892,569
712,662
944,775
567,500
859,697
941,575
822,750
770,829
709,718
715,741
594,599
533,700
840,667
998,740
543,597
651,836
709,592
541,917
763,683
538,641
780,901
571,500
988,829
521,972
806,766
723,894
990,523
796,708
543,660
981,809
896,870
605,702
980,532
912,882
915,990
997,504
506,527
756,906
917,978
812,703
658,608
839,549
534,771
796,510
616,678
781,843
548,578
832,763
619,764
683,654
736,917
541,557
508,705
583,700
510,874
998,602
571,831
651,778
987,799
506,774
703,639
682,680
514,566
932,683
793,856
805,618
895,823
997,875
970,887
876,712
917,823
562,845
905,932
651,873
517,819
784,865
790,959
843,786
775,695
