source,target
755,736
578,501
759,839
841,987
947,960
845,785
566,981
618,797
776,740
946,998
785,963
666,569
885,661
948,578
506,759
810,717
515,780
525,975
963,843
971,979
674,652
776,739
632,768
821,910
703,812
709,626
582,831
842,708
595,898
742,978
553,574
902,529
672,851
752,699
532,547
997,775
508,789
596,962
950,841
601,710
869,537
841,980
854,788
690,782
857,509
638,545
575,545
660,588
624,513
684,844
706,797
797,750
556,755
842,561
758,700
775,847
785,590
861,530
566,827
880,562
742,938
582,907
517,771
946,665
661,722
632,705
604,957
536,965
670,613
735,640
999,714
839,875
521,967
578,933
916,961
676,885
653,711
703,756
562,571
553,734
717,533
839,839
749,624
563,880
772,573
875,925
645,549
927,997
666,968
828,604
580,810
847,587
971,525
562,990
792,899
755,504
815,786
950,511
641,785
577,518
837,762
648,804
582,871
521,987
595,841
911,858
643,747
815,530
917,586
999,964
685,674
749,856
566,847
634,668
977,886
752,568
589,843
649,984
754,584
842,780
842,977
903,773
554,631
703,930
966,745
754,683
860,809
946,655
834,739
820,897
603,538
504,972
610,676
757,789
894,691
603,661
608,804
958,966
709,741
643,575
848,573
837,808
948,515
936,723
710,970
672,834
980,902
717,682
525,577
717,825
776,884
810,997
659,999
596,863
971,697
971,949
828,837
955,663
520,835
728,746
556,562
758,786
586,704
589,595
911,667
780,546
595,643
515,524
821,518
674,896
620,994
632,565
607,540
841,619
684,512
867,615
830,971
990,894
862,635
645,841
786,558
842,959
853,796
741,851
580,530
553,644
865,722
827,981
906,833
589,511
983,792
576,682
917,506
907,647
674,591
706,598
804,651
880,509
990,540
531,649
582,669
847,848
947,746
618,950
634,682
785,649
741,727
596,952
975,896
577,770
831,886
567,820
910,696
901,508
529,761
653,517
808,646
869,728
842,754
566,678
861,631
936,962
582,667
909,723
709,697
792,901
763,791
603,648
632,924
532,570
946,756
869,963
746,719
529,613
948,919
787,646
820,579
561,693
885,629
624,929
777,884
727,741
515,992
586,645
821,956
952,587
997,596
525,616
577,663
549,741
653,502
721,878
913,751
939,799
554,709
599,611
990,922
515,722
901,802
716,902
953,646
659,748
734,595
797,807
618,501
948,714
971,670
624,779
738,780
783,546
847,505
772,547
772,837
604,951
504,547
653,876
880,659
816,819
876,728
668,833
765,997
578,575
759,631
902,683
563,543
865,657
536,876
679,777
853,871
717,988
985,790
801,717
804,996
636,514
820,720
670,611
841,526
869,635
582,837
783,604
767,543
947,863
983,930
889,538
522,879
953,914
692,572
738,503
727,981
554,605
801,569
880,617
765,552
910,741
649,553
506,783
727,899
660,571
561,784
502,969
515,654
515,841
998,872
637,881
717,547
999,697
953,526
636,526
537,588
613,907
661,674
632,535
948,883
852,987
837,959
636,562
575,708
980,830
862,917
517,729
608,671
783,558
785,686
729,726
861,900
852,953
682,745
727,540
596,620
837,991
502,802
894,712
600,538
819,695
595,668
717,741
785,634
697,717
695,836
573,786
502,964
519,685
670,980
529,1000
728,573
703,649
915,544
875,896
817,902
603,628
582,786
578,722
948,796
637,795
568,814
919,557
668,540
537,539
600,803
940,972
690,820
636,770
685,918
830,528
737,543
520,955
975,766
520,699
971,897
758,990
862,634
853,755
577,504
610,744
520,917
880,877
506,886
783,809
749,706
691,847
843,967
599,796
531,528
722,965
532,804
913,600
720,866
749,713
573,842
780,872
529,752
706,790
958,963
913,901
620,742
727,614
867,557
730,557
595,532
729,509
685,531
946,846
691,797
686,682
568,551
585,594
620,641
815,531
514,982
883,685
566,908
894,505
620,645
837,789
875,802
798,535
725,843
936,639
522,845
865,821
862,663
936,569
779,635
530,767
798,675
708,814
885,598
742,703
975,681
848,929
971,567
939,789
785,709
522,549
920,639
666,963
534,716
515,591
659,578
697,829
817,964
583,920
915,653
565,703
634,612
759,970
649,715
904,921
948,708
817,627
745,865
536,503
974,883
656,647
559,872
883,912
883,984
520,832
613,710
608,891
883,583
830,620
673,810
734,668
517,553
596,905
861,901
786,739
940,741
841,588
718,630
532,876
648,671
875,726
600,596
936,772
554,865
596,695
729,629
