source,target
748,663
904,891
940,948
727,964
669,698
722,680
726,919
891,666
794,708
586,723
506,873
925,537
823,782
760,562
546,650
896,755
640,667
864,994
896,962
770,597
554,590
652,611
990,837
626,722
918,568
979,672
690,905
650,855
526,526
933,711
997,591
771,710
725,965
778,892
717,874
673,888
617,894
752,536
771,936
941,709
914,879
782,943
546,861
976,990
648,968
765,963
647,614
934,852
879,857
728,985
879,926
951,830
531,973
717,916
927,923
636,654
836,733
717,802
673,717
613,623
713,607
718,929
748,888
556,680
896,631
771,893
534,969
701,995
970,695
911,984
836,822
671,582
853,733
673,552
963,652
755,577
770,600
718,628
965,817
733,857
814,536
882,729
506,657
673,956
563,784
748,837
690,841
819,792
750,627
667,890
820,738
748,638
571,951
752,714
919,727
802,516
833,505
554,781
781,509
612,622
785,747
823,896
553,900
547,572
648,767
787,854
782,838
702,635
820,765
685,919
728,500
750,922
951,790
534,965
963,809
743,757
848,661
997,705
690,708
744,736
623,638
557,576
554,883
568,635
777,672
651,900
727,791
708,558
976,966
605,662
733,613
852,813
546,559
914,532
765,737
699,727
585,503
843,871
733,759
912,590
717,785
506,822
975,964
818,799
633,837
609,820
804,709
537,605
912,649
503,641
946,998
818,797
643,948
674,547
668,884
682,551
548,797
718,949
864,807
537,821
990,994
719,544
976,575
536,559
617,512
712,692
919,949
547,842
690,923
727,552
896,716
823,607
597,845
553,910
798,560
1000,842
778,975
836,670
781,895
523,647
970,504
721,982
897,827
904,840
609,505
990,911
848,838
768,582
970,529
890,511
975,944
749,974
943,719
681,524
651,790
763,946
673,817
990,862
970,813
675,803
802,914
755,631
640,686
541,613
726,548
652,939
794,590
848,705
931,540
941,629
635,917
997,531
536,553
879,735
626,622
849,844
653,752
607,894
854,854
768,934
743,650
618,871
852,934
820,694
844,936
784,635
547,788
988,700
1000,937
702,907
536,560
1000,637
526,716
640,835
941,562
673,779
728,660
990,590
961,870
864,596
931,764
914,812
885,814
593,915
568,970
858,561
970,552
527,611
503,753
823,698
765,640
709,839
681,858
727,832
665,839
698,533
541,845
782,675
733,731
810,604
520,721
633,806
583,645
733,867
786,919
656,692
571,921
686,701
940,973
693,622
892,840
856,506
897,597
683,852
847,933
537,641
856,955
818,555
699,613
588,613
691,772
954,953
656,826
682,504
750,508
762,652
774,885
693,917
911,525
768,900
521,529
866,781
600,614
854,746
975,550
562,720
752,712
584,649
956,512
878,773
892,536
820,899
975,976
554,638
887,620
727,664
975,724
879,787
794,780
727,811
527,895
867,692
640,567
553,979
920,530
582,911
763,872
811,992
892,681
743,850
897,544
823,788
856,936
685,551
904,798
588,636
681,750
599,780
878,561
593,931
627,606
951,579
946,975
961,542
547,942
721,571
896,955
742,963
733,620
884,988
919,715
858,757
798,699
890,913
927,656
914,809
847,790
896,752
856,979
733,765
617,929
617,545
988,838
735,809
571,626
556,597
839,679
733,835
743,658
506,530
819,953
719,620
843,500
568,680
762,823
934,693
656,870
719,824
547,954
613,907
674,743
503,691
858,796
760,993
674,600
946,691
536,961
914,909
713,919
763,533
896,507
859,608
603,985
782,590
685,823
836,694
614,692
521,747
609,884
712,633
582,986
774,840
847,762
820,715
902,922
763,529
737,588
603,856
526,967
781,973
848,735
902,583
583,518
931,754
506,795
599,903
716,760
519,866
896,528
867,605
667,939
597,611
548,991
554,576
698,793
922,514
718,512
621,683
956,543
723,756
887,641
617,777
918,932
977,878
797,685
919,765
648,611
1000,548
633,716
770,864
699,915
517,956
856,734
586,672
932,945
752,725
940,519
727,657
934,768
752,532
770,602
547,752
988,743
970,720
519,751
836,640
548,962
674,958
912,937
847,645
668,960
683,840
527,645
556,735
720,766
770,699
640,746
988,821
781,606
859,765
960,627
846,575
521,590
988,878
693,920
617,656
965,707
748,830
771,802
558,768
721,914
603,979
836,922
735,784
609,555
941,598
772,599
612,590
840,575
599,595
785,852
618,835
946,789
636,543
554,708
949,634
867,715
683,754
768,852
520,850
770,899
621,931
833,946
914,709
752,718
823,767
941,701
878,669
