source,target
517,753
767,662
963,588
697,919
617,905
841,983
1000,818
922,904
900,923
922,633
834,947
862,545
629,684
699,619
938,576
709,946
515,998
736,577
976,643
817,867
648,953
721,650
724,905
947,935
869,812
766,500
619,736
709,598
964,746
865,740
937,618
919,668
784,720
900,515
638,947
749,961
773,996
848,799
887,682
861,968
529,890
791,928
785,659
552,567
805,761
931,562
968,572
908,880
882,511
817,816
529,768
666,554
923,989
725,729
981,648
667,645
946,771
535,597
897,589
771,589
607,663
928,634
871,861
535,811
669,715
785,579
887,685
616,938
696,767
532,781
768,539
807,703
702,974
996,556
577,780
774,636
984,912
854,929
693,564
869,798
750,889
661,735
873,632
873,915
769,889
642,752
940,984
721,754
883,882
633,733
862,619
513,733
714,792
521,820
546,543
595,834
940,948
569,520
862,500
854,509
938,526
873,931
973,804
671,865
905,553
639,793
733,629
774,922
862,854
802,579
718,882
597,904
846,1000
688,771
674,634
908,570
1000,940
687,873
633,653
983,509
603,929
600,673
582,565
614,816
691,642
502,549
879,864
869,928
592,610
701,997
1000,866
601,705
834,793
890,582
801,922
968,856
649,879
750,749
570,655
557,752
830,518
808,883
994,931
939,873
791,781
652,795
803,782
966,576
774,941
666,900
630,980
535,570
656,552
761,681
875,530
843,697
830,975
517,853
800,819
598,924
729,915
666,864
727,647
869,832
847,549
699,892
612,889
900,702
719,820
625,844
584,714
856,832
738,793
688,979
611,609
871,542
875,846
838,519
885,896
552,674
829,729
965,738
757,756
584,680
1000,727
771,603
601,951
561,802
896,600
932,832
880,602
727,628
529,618
520,546
515,842
974,959
608,839
852,613
872,585
715,716
896,996
829,780
873,562
691,566
976,785
807,739
648,555
896,605
631,874
869,635
721,816
719,624
713,613
815,918
547,703
830,841
592,689
577,756
693,547
968,950
856,512
886,941
838,822
918,671
667,944
640,545
600,637
906,558
708,823
612,732
966,565
734,736
943,732
612,993
954,680
1000,752
906,534
939,627
600,995
838,501
695,601
932,616
924,749
771,698
923,911
533,960
774,640
520,642
967,704
836,748
892,692
769,581
944,559
625,740
888,660
1000,882
636,525
631,721
967,955
666,785
817,772
761,888
508,733
771,834
547,537
582,659
838,775
873,847
671,505
750,768
719,800
940,550
614,826
791,927
940,590
614,929
887,713
600,858
552,723
981,587
786,793
625,890
956,735
620,966
785,505
702,582
771,891
719,958
506,829
649,769
620,539
718,627
577,707
666,652
940,790
771,740
861,792
908,917
699,862
805,975
865,560
661,698
730,696
838,674
656,761
553,544
761,778
962,910
940,539
944,622
545,909
748,920
583,926
769,900
633,723
961,656
843,760
539,889
556,956
806,850
633,793
873,616
631,635
994,661
592,904
570,875
719,725
942,524
774,737
938,843
976,906
1000,791
597,619
865,662
972,952
971,621
694,902
671,710
883,584
541,918
725,654
738,906
940,613
629,688
754,875
885,512
841,574
1000,901
873,503
873,657
944,784
838,644
786,874
697,690
918,897
934,988
767,951
577,853
515,536
862,820
537,794
629,971
958,501
769,708
900,920
841,901
652,988
1000,623
600,898
620,741
800,665
940,989
806,981
940,751
611,921
601,718
570,824
981,780
923,650
674,773
966,602
943,650
652,808
854,531
580,650
995,669
709,578
666,630
857,809
972,829
560,873
811,814
642,585
652,856
942,987
890,788
888,623
616,993
793,715
577,984
736,534
701,684
838,708
1000,753
620,946
667,841
980,586
935,728
791,844
865,638
545,514
767,611
843,502
922,599
617,855
514,509
701,968
570,904
879,543
944,812
693,743
671,947
854,630
625,542
785,960
786,867
752,766
876,611
715,810
805,757
530,954
693,568
624,609
984,836
695,807
841,510
550,937
545,983
747,607
754,855
727,929
821,547
693,677
715,512
737,568
966,802
681,636
976,812
857,800
886,727
752,842
524,691
692,662
629,808
529,582
515,968
620,632
630,704
976,805
520,525
958,903
871,651
802,748
724,732
980,623
710,623
918,960
595,671
785,639
821,828
963,851
972,812
846,688
976,613
918,659
750,614
834,657
674,514
707,602
518,889
570,919
869,792
886,798
854,764
506,849
963,566
513,691
830,873
890,780
502,722
571,872
752,804
919,892
815,846
533,886
995,923
520,746
737,610
