source,target
648,650
858,886
511,743
992,978
744,670
748,741
507,579
928,548
729,592
654,514
565,638
568,965
531,639
881,806
876,787
679,731
965,501
561,542
751,634
593,804
848,505
671,532
507,917
572,978
596,821
651,780
938,863
988,919
966,614
854,865
879,641
754,785
577,825
647,985
552,736
972,607
573,569
968,973
651,794
844,701
648,669
629,564
771,963
855,643
821,961
728,943
745,725
785,801
928,797
647,564
891,561
977,936
881,999
988,793
533,813
530,943
840,682
943,962
754,575
946,933
872,781
835,949
747,968
587,711
757,861
603,765
962,514
610,540
724,841
729,814
749,569
548,565
542,532
876,663
975,789
572,910
746,812
987,661
547,607
651,981
607,869
655,709
561,780
721,990
886,702
809,888
777,896
876,586
671,968
995,545
981,617
651,759
988,544
610,554
995,616
642,761
748,895
765,976
620,826
679,997
635,633
780,767
781,946
933,841
517,543
600,798
745,565
643,785
803,739
802,881
515,922
876,656
511,988
650,848
640,799
667,943
870,751
621,637
500,688
728,790
543,580
583,937
954,796
555,554
879,594
976,821
851,741
939,788
764,901
777,656
676,965
864,914
538,728
692,755
548,540
823,884
988,910
579,505
760,723
696,678
657,902
603,918
987,565
730,904
781,804
768,830
685,585
994,980
709,861
933,533
791,501
814,759
999,990
556,661
761,579
671,819
987,833
634,873
879,890
821,771
567,611
689,710
526,844
558,549
848,623
700,788
517,616
727,614
603,568
975,820
946,636
748,943
833,949
736,521
550,857
771,518
531,607
546,600
898,954
510,791
651,584
525,991
670,988
707,722
814,855
876,727
591,955
539,977
575,837
921,694
897,783
854,609
574,532
657,567
743,943
939,904
522,528
984,599
977,932
515,559
668,949
671,623
889,813
538,686
836,684
843,623
990,645
836,766
548,831
596,618
704,715
761,591
603,987
506,809
587,902
676,950
625,638
811,886
691,823
547,920
651,707
655,612
555,699
668,564
565,718
574,897
872,752
995,607
517,927
668,668
995,651
571,892
962,680
522,586
547,901
577,665
676,671
854,542
558,701
536,924
899,813
635,516
692,792
579,507
746,892
756,846
864,770
748,939
515,536
790,802
617,918
565,841
949,739
859,663
933,826
565,649
689,778
872,877
824,578
879,525
743,893
685,828
846,546
614,538
648,566
880,797
528,776
572,959
647,627
547,870
654,658
844,992
603,936
983,806
665,691
777,553
623,994
567,822
938,838
565,802
515,733
691,661
915,641
816,889
951,523
593,788
711,648
816,705
617,615
836,730
761,885
550,984
889,610
530,650
646,523
642,616
732,586
591,787
746,501
643,938
760,971
507,820
636,856
711,775
987,894
541,536
610,507
521,936
651,588
550,525
700,868
821,543
572,527
777,613
679,593
858,722
981,501
736,663
975,643
762,860
644,670
891,706
862,974
691,722
849,616
578,949
893,581
938,822
625,881
976,975
641,774
743,899
542,810
575,819
933,886
527,658
696,685
905,547
555,953
858,898
526,785
846,886
512,754
647,963
812,724
715,705
634,911
531,538
530,540
679,728
870,923
639,764
651,538
555,778
506,595
539,749
617,962
610,646
892,977
902,541
722,836
958,836
765,758
879,667
522,775
844,593
816,542
992,977
707,875
618,594
657,507
539,747
689,631
746,558
639,940
507,844
561,882
838,917
877,522
515,887
840,569
515,984
992,822
781,996
707,764
876,535
670,721
587,991
958,730
823,912
781,686
587,835
614,521
955,854
911,549
891,617
784,894
962,687
655,589
662,850
824,992
858,512
689,974
975,545
568,888
730,796
764,534
668,738
963,672
976,638
709,846
647,556
762,736
679,794
784,951
639,673
905,504
982,683
859,828
771,558
614,995
730,824
672,894
741,629
969,824
764,956
897,749
515,691
639,945
679,862
994,939
934,593
621,530
727,806
911,921
729,509
550,569
517,919
938,777
962,791
655,504
610,581
551,960
655,506
866,706
532,774
870,665
757,868
791,794
801,977
994,565
552,629
566,819
761,704
866,551
572,613
835,766
581,679
977,614
657,796
781,966
689,848
689,556
684,730
691,795
859,616
547,800
672,641
571,612
525,650
521,941
709,565
982,884
995,673
790,771
814,801
833,832
858,642
955,820
601,981
781,669
741,735
905,679
771,960
500,622
563,936
530,909
948,963
582,571
618,510
641,684
715,636
571,506
607,999
536,758
736,751
915,656
