source,target
761,702
573,981
896,515
821,613
663,910
511,997
701,818
633,631
572,744
863,697
633,792
758,832
680,643
745,980
570,810
501,709
714,842
610,717
893,625
661,830
954,690
674,681
674,732
977,818
694,512
507,640
724,871
961,546
979,944
912,575
992,851
616,621
943,693
525,527
861,624
735,868
752,866
773,984
513,997
945,580
619,652
501,664
976,710
525,653
942,778
842,577
898,656
959,799
619,730
752,688
976,712
614,626
893,705
762,514
923,803
734,669
803,708
701,513
665,889
539,819
821,748
571,560
519,831
518,602
767,825
947,811
669,630
592,701
977,617
573,847
961,915
776,989
501,866
742,946
500,716
512,871
755,580
649,539
861,922
763,888
835,635
524,739
712,502
786,523
841,748
874,531
683,877
594,894
518,958
519,908
549,595
633,914
507,556
519,767
874,544
537,611
869,997
504,877
560,974
508,557
913,667
715,708
549,567
508,530
874,888
728,960
987,945
1000,986
528,537
687,597
924,544
540,691
765,931
736,777
570,892
905,728
776,800
683,600
786,891
988,656
519,660
939,715
759,864
775,618
842,642
508,598
706,864
819,517
968,683
674,892
874,625
898,893
680,578
996,878
786,636
525,535
749,722
933,503
585,826
560,672
976,827
505,578
700,519
868,719
622,836
710,955
765,518
531,853
537,836
816,637
665,751
655,764
859,514
669,766
663,628
540,817
575,639
784,585
644,701
836,869
620,505
617,562
872,639
579,889
830,508
579,766
564,863
749,813
898,997
521,664
967,904
913,874
570,779
683,951
988,921
638,779
826,524
610,527
841,608
719,647
893,655
543,694
624,858
852,869
719,691
832,580
842,613
929,793
566,920
719,733
818,730
929,700
962,512
835,961
526,774
556,510
786,845
538,710
598,898
728,962
570,679
565,678
857,931
691,730
540,983
519,972
648,818
762,817
621,665
547,525
525,634
872,725
752,660
570,753
874,557
519,651
931,701
681,561
559,869
522,571
700,556
788,720
523,821
956,984
796,714
540,518
977,935
1000,607
826,659
857,879
619,557
818,833
968,674
870,530
986,684
501,763
880,842
570,834
689,689
531,976
993,661
749,952
926,907
929,975
870,940
615,822
642,933
842,506
586,652
607,683
711,997
633,659
911,607
732,778
572,669
767,933
619,582
531,738
710,550
559,636
863,624
962,551
768,512
971,742
872,603
861,765
759,825
992,966
633,596
724,616
693,600
803,586
500,720
786,645
684,968
619,516
605,849
981,994
619,761
776,990
500,649
949,567
702,527
999,567
884,836
926,778
531,519
943,718
788,661
700,688
537,810
783,726
684,512
649,751
731,758
817,589
788,609
931,659
987,891
501,788
546,721
861,671
718,656
500,661
755,741
570,794
589,509
694,896
507,582
796,617
518,682
661,958
525,696
919,673
897,545
902,556
988,616
781,564
988,751
971,628
800,732
570,893
528,887
691,953
726,951
890,912
549,807
997,818
826,695
746,745
755,855
500,716
826,701
624,791
605,867
781,545
724,857
579,585
586,508
726,753
548,672
830,688
778,587
911,980
999,692
633,931
585,566
589,539
868,837
893,654
786,582
570,642
768,844
913,963
854,547
546,768
976,509
876,993
507,588
684,614
918,831
575,568
500,976
613,595
747,828
587,503
711,895
905,757
861,755
844,797
1000,661
669,805
523,737
814,555
784,524
628,549
778,925
504,772
834,737
722,995
1000,552
858,930
556,556
589,909
549,661
860,711
579,776
669,606
531,710
988,534
947,693
593,952
712,619
857,721
737,709
992,777
758,656
780,826
788,584
596,564
956,744
971,887
898,977
724,948
954,626
539,731
587,508
932,554
956,775
737,912
715,997
915,583
701,754
661,785
804,996
932,531
827,678
887,510
652,837
681,838
967,712
997,619
525,975
624,999
761,994
674,931
781,953
870,678
725,649
736,885
949,897
927,884
945,823
575,585
625,774
706,518
501,836
538,581
997,587
981,667
980,963
921,907
939,858
661,895
807,677
762,708
874,863
538,760
565,643
809,794
655,839
726,979
948,517
622,540
887,961
784,864
513,934
911,720
575,874
828,580
860,685
711,987
586,866
642,657
641,612
863,609
956,637
572,504
746,701
804,627
556,671
964,879
747,720
780,804
734,738
761,777
912,796
539,523
959,997
868,966
897,703
719,997
755,901
674,978
622,730
548,760
911,797
857,783
525,938
701,703
622,994
714,767
638,903
958,586
731,645
913,628
719,934
524,854
724,820
