source,target
594,750
723,787
515,972
648,810
739,973
613,783
721,534
583,581
981,788
708,858
720,875
794,609
871,598
799,993
730,838
830,826
568,819
506,802
844,667
947,887
998,797
937,888
566,951
972,687
503,629
962,919
554,573
543,783
631,848
655,611
915,873
995,521
529,633
973,942
910,667
696,543
902,725
973,693
503,598
895,750
619,823
794,764
820,556
709,798
731,961
920,923
561,779
986,907
895,809
933,824
875,582
951,562
755,737
640,730
852,703
790,801
663,892
861,818
891,872
514,671
969,688
583,649
693,501
713,816
845,673
875,962
601,989
807,732
651,971
983,686
879,731
573,692
630,666
862,874
640,938
635,795
613,707
828,914
802,658
902,593
709,515
890,628
800,886
807,549
843,614
652,637
713,945
524,500
750,927
948,680
795,839
698,759
514,849
527,541
640,790
613,566
687,892
730,871
951,554
529,917
842,677
828,664
750,985
596,812
687,716
992,850
969,984
862,626
993,898
816,726
922,657
529,718
912,706
731,500
931,720
902,757
582,859
702,708
568,984
799,604
901,866
688,595
542,810
527,656
708,759
754,714
679,589
877,722
725,713
931,713
943,863
562,750
976,813
722,811
830,779
993,803
752,801
922,789
752,548
807,600
794,824
580,813
762,973
540,678
807,526
613,872
792,881
873,809
977,994
542,724
973,936
716,943
905,520
729,652
804,937
982,782
597,681
794,690
991,852
737,731
619,853
951,923
931,783
895,579
655,862
813,507
728,786
991,795
543,906
937,775
681,830
826,862
713,943
519,837
652,899
804,773
970,667
981,977
720,640
816,649
799,776
820,516
659,845
875,537
922,843
809,627
514,997
995,552
745,538
951,667
970,806
751,741
631,814
993,968
964,813
549,995
964,946
973,574
766,666
949,793
790,676
802,908
792,674
742,873
751,773
751,967
720,565
655,928
597,785
741,961
933,793
524,981
740,756
613,737
666,544
750,665
803,833
726,884
568,936
666,507
826,663
991,600
726,639
792,880
920,765
524,859
807,660
766,900
661,783
662,547
788,713
580,717
533,937
738,803
727,732
539,958
943,850
623,523
723,576
931,705
931,508
610,595
982,971
599,906
794,644
973,583
622,746
639,730
862,945
949,556
924,963
986,930
520,502
506,807
665,618
955,851
622,567
875,554
667,949
587,681
640,923
912,894
840,789
679,605
506,948
834,593
577,817
794,595
529,802
770,504
737,520
911,606
757,729
650,739
861,597
708,720
894,905
721,552
982,595
647,760
797,695
738,932
561,580
759,568
668,569
968,851
901,629
738,877
515,665
924,557
631,959
910,560
856,638
732,730
687,964
731,931
788,625
778,956
635,650
817,554
788,849
830,674
649,536
792,764
720,897
861,644
672,670
993,854
896,559
894,805
943,555
766,743
514,999
506,650
977,649
852,687
620,788
800,817
698,752
911,512
737,584
503,983
640,652
993,944
533,694
722,542
900,769
663,833
619,586
539,585
920,996
949,717
856,867
691,863
743,721
751,584
523,915
581,756
574,948
816,790
754,583
920,508
681,556
803,634
777,552
708,602
596,766
707,838
799,749
599,915
808,511
720,978
529,662
711,973
568,663
809,783
842,541
582,961
599,913
983,519
905,787
694,731
856,580
931,529
842,862
988,654
514,846
622,816
738,902
708,966
661,617
568,630
900,783
968,639
893,825
550,650
803,826
577,868
790,568
777,877
933,767
503,509
893,885
970,679
790,816
816,589
856,519
937,926
657,758
696,626
792,968
721,822
666,949
720,663
759,682
715,789
732,814
577,545
998,578
707,559
716,825
896,754
918,915
752,676
792,741
893,971
613,989
913,615
807,799
540,770
828,943
826,702
568,716
672,943
951,706
862,747
528,523
743,544
830,808
931,944
990,768
968,867
828,812
730,862
696,683
877,982
813,554
681,578
568,609
807,527
896,772
666,663
819,630
672,784
661,912
599,955
877,603
802,746
648,935
694,702
993,709
698,980
641,878
724,741
739,990
928,633
901,535
998,923
737,601
982,604
899,579
789,617
955,519
630,612
561,525
649,510
986,516
861,516
868,500
707,830
640,571
514,971
539,648
648,600
951,933
679,954
691,843
911,741
977,691
842,669
873,895
655,545
717,820
641,769
882,712
801,795
762,926
619,647
539,553
687,684
830,944
744,761
709,610
708,542
691,944
713,705
745,876
740,913
631,756
751,648
723,505
961,944
754,936
725,573
524,590
542,615
696,523
