source,target
615,621
650,898
838,971
799,564
675,898
946,915
981,689
782,749
530,616
699,919
999,625
569,878
644,853
928,931
812,962
575,707
980,560
971,883
824,786
806,681
920,789
636,875
521,564
970,561
704,614
547,704
569,603
840,509
877,519
924,711
656,938
694,687
874,931
518,798
673,641
575,826
839,619
970,977
569,687
824,749
649,987
694,992
905,578
598,719
649,667
678,935
644,604
752,899
892,764
850,947
673,918
776,753
616,990
922,659
701,924
695,833
690,662
821,873
515,597
575,982
661,980
688,725
630,569
771,785
978,766
712,634
503,924
616,941
520,805
971,722
650,870
502,675
830,747
694,587
736,531
821,640
695,874
979,916
867,721
529,582
938,869
751,992
849,606
711,762
948,746
862,710
799,717
772,958
830,709
795,601
836,897
656,719
693,949
999,979
657,752
903,753
695,707
657,631
508,674
502,809
793,931
550,548
516,691
905,660
663,896
688,605
903,955
802,907
662,769
650,886
926,995
694,613
691,538
583,990
950,920
645,874
618,889
920,794
908,935
539,845
757,840
649,894
849,878
601,535
708,632
963,626
783,574
694,519
663,670
850,558
704,585
754,681
648,632
551,537
657,925
864,859
732,814
823,655
934,805
938,619
509,940
920,965
931,966
527,681
595,888
722,524
836,532
536,891
601,606
707,862
995,731
996,741
721,981
946,741
761,718
924,732
818,898
926,693
694,950
509,877
973,746
823,642
721,608
796,880
650,738
994,870
832,726
723,892
795,810
648,656
996,775
850,680
796,836
516,840
527,569
657,749
704,980
946,702
881,582
821,836
638,760
926,823
606,692
694,635
799,809
615,712
691,924
629,864
749,813
694,827
682,765
516,825
550,954
579,822
605,648
545,860
824,738
610,603
745,861
662,558
685,984
666,967
637,550
712,995
610,772
876,884
721,512
516,822
584,543
627,652
782,836
980,764
667,807
545,711
626,513
544,874
661,606
661,694
591,667
764,605
630,596
675,587
824,760
881,704
721,995
772,738
699,867
724,702
933,805
806,632
516,814
795,776
938,828
630,829
605,803
682,638
724,845
734,813
724,711
729,967
615,832
591,981
530,1000
630,505
680,921
898,887
772,921
737,555
922,879
711,939
910,896
765,653
772,557
826,950
719,521
945,930
835,946
638,528
761,600
694,663
780,704
573,795
621,512
681,797
946,696
773,962
741,660
626,744
512,547
875,808
509,849
930,804
618,568
686,911
997,888
818,505
995,973
806,964
869,901
661,720
950,589
607,967
603,770
832,574
617,628
835,503
812,515
590,724
693,548
757,558
956,725
590,503
819,502
947,705
774,657
824,970
598,570
981,727
867,630
603,527
892,891
799,692
522,531
830,724
730,924
934,966
877,795
829,954
675,897
610,585
826,637
797,937
721,558
752,532
818,746
871,920
536,721
766,522
788,603
711,772
680,662
593,848
579,757
742,745
610,677
719,529
708,619
802,685
948,821
960,854
663,690
719,886
716,972
673,556
657,671
686,651
980,534
946,667
663,751
657,502
965,991
620,684
829,583
721,639
881,596
823,998
802,956
638,572
815,710
839,656
860,837
609,783
603,1000
590,900
754,781
629,996
978,756
945,839
706,637
935,517
608,783
719,857
739,734
566,709
502,774
704,815
579,632
995,996
539,723
694,998
863,854
712,505
522,742
794,826
821,819
766,824
901,717
764,804
649,503
668,724
569,652
960,863
751,616
729,879
926,802
621,741
569,590
521,582
680,551
973,889
841,542
501,884
606,743
832,808
956,975
662,809
575,646
702,826
704,945
686,555
765,538
691,893
946,712
796,708
661,946
980,790
551,677
520,977
682,843
522,766
695,555
702,578
980,636
708,524
592,746
885,945
550,596
999,936
516,510
933,546
837,648
550,868
829,755
849,690
773,647
638,904
736,518
590,870
547,885
530,949
781,555
730,545
819,645
615,735
615,814
598,664
946,932
742,997
574,645
711,891
520,626
931,879
719,526
823,673
750,652
890,905
681,810
823,776
734,843
862,671
608,794
832,501
540,994
854,617
590,539
561,860
657,611
643,871
903,802
546,773
786,734
536,645
832,932
926,1000
771,838
978,763
650,509
810,522
508,970
711,539
501,789
539,979
663,667
661,504
593,832
839,526
711,804
836,799
750,657
520,936
854,684
973,807
905,614
783,505
566,542
859,615
618,982
678,972
709,686
756,734
722,829
681,985
830,504
650,979
721,680
891,753
838,764
862,529
