source,target
927,560
960,764
747,897
747,700
739,759
578,933
542,954
561,614
627,752
713,621
843,804
969,779
591,632
589,838
619,929
874,934
599,618
548,615
530,673
520,1000
742,906
698,587
634,934
579,907
973,877
585,692
743,615
777,897
545,721
654,527
770,545
956,518
815,873
829,861
737,530
765,791
765,529
634,817
634,606
752,806
524,716
866,920
694,865
930,977
864,752
985,670
666,695
1000,604
797,799
680,607
713,586
654,815
747,738
811,923
698,957
704,822
705,936
533,698
995,817
695,745
698,748
909,948
780,987
841,670
947,869
655,506
765,842
650,787
780,717
827,885
911,807
595,952
571,889
907,926
845,813
898,733
755,510
661,743
531,923
934,811
696,698
544,834
697,894
985,628
513,563
939,582
661,917
662,802
617,835
594,549
713,743
611,665
962,727
711,555
619,663
623,553
962,891
692,640
866,643
537,677
571,522
848,720
798,960
687,815
530,861
530,541
803,646
654,521
594,771
855,933
669,785
632,609
635,954
908,703
941,938
564,987
606,512
608,736
513,855
540,586
813,702
776,647
712,534
732,841
557,909
996,628
669,800
508,550
554,788
540,593
922,535
970,837
615,531
825,559
837,954
967,772
564,984
728,624
970,616
831,994
798,517
841,614
506,502
827,805
669,866
930,616
674,601
546,662
553,533
642,672
983,520
801,553
642,970
629,734
777,719
682,542
624,656
969,673
756,729
611,919
520,587
731,887
892,786
731,678
530,883
510,534
554,553
776,644
669,582
869,591
596,942
698,629
804,539
701,571
755,737
842,807
632,559
814,886
863,602
843,854
888,975
753,539
667,504
801,686
926,801
930,887
579,761
865,853
747,924
914,897
516,637
630,513
737,601
578,533
554,813
813,646
913,884
970,881
909,805
627,953
642,925
753,505
666,781
674,979
859,960
654,735
698,727
697,671
993,598
987,891
698,550
554,964
780,970
677,580
923,601
571,755
718,925
571,975
761,841
863,643
520,590
962,994
713,687
713,765
681,557
539,855
704,641
697,942
692,974
973,924
722,730
740,741
599,909
840,797
969,807
771,988
996,669
858,996
690,813
531,809
967,765
718,983
869,691
545,603
870,743
642,672
813,537
555,503
921,990
869,564
612,852
655,574
786,908
761,773
662,945
742,798
611,883
687,935
995,514
797,854
842,900
947,879
524,946
947,771
908,656
510,795
739,647
849,839
650,900
786,571
784,987
761,955
772,531
767,953
590,785
896,763
740,737
766,508
594,841
930,807
523,733
578,628
827,571
711,872
513,866
603,785
666,592
515,652
797,830
861,884
853,783
520,840
524,525
858,659
899,802
661,614
960,722
705,584
817,584
599,888
718,834
973,965
537,984
729,526
523,782
735,607
630,963
786,760
963,712
861,899
848,594
612,847
642,989
705,865
594,553
703,780
557,647
870,885
896,737
941,969
963,528
690,590
982,503
982,541
684,553
561,767
892,986
891,733
810,783
511,617
510,979
864,542
765,717
811,809
718,955
908,525
853,539
599,859
615,786
903,692
619,972
973,647
783,591
610,802
913,856
872,934
842,832
616,859
896,768
601,535
925,958
677,827
589,765
699,908
642,724
776,627
915,890
735,646
530,664
696,675
571,976
548,579
631,986
617,808
756,523
996,630
513,916
510,678
596,693
921,541
594,954
635,839
894,686
982,913
996,925
600,890
985,691
927,935
811,696
600,789
780,892
690,613
676,506
982,995
666,888
687,976
559,949
995,829
898,760
723,934
759,547
558,649
612,912
737,821
723,815
594,562
582,874
872,978
619,655
761,588
701,952
602,895
810,698
857,860
737,982
991,514
768,942
559,763
927,533
619,960
696,617
855,789
632,520
849,659
996,946
704,810
590,758
771,502
804,992
927,513
810,658
894,627
761,522
771,734
909,745
549,698
520,842
508,643
853,808
930,785
682,903
924,572
827,772
765,842
698,616
676,553
520,897
635,950
509,765
932,539
782,892
698,829
979,883
544,984
995,950
927,925
845,887
701,857
978,607
725,765
599,873
588,516
780,943
927,685
786,705
612,763
927,830
539,862
988,713
767,824
803,743
984,957
629,708
732,724
926,810
548,538
852,514
523,971
731,658
975,968
978,962
561,695
941,882
684,594
921,575
589,588
718,683
751,779
624,858
771,597
766,555
786,979
601,956
662,836
662,1000
677,533
772,514
713,524
735,658
859,693
798,974
780,756
841,800
770,579
589,522
798,793
854,558
761,991
515,672
