source,target
832,533
794,673
823,618
558,535
685,638
567,602
760,685
932,833
640,765
670,516
967,562
762,755
957,787
520,744
733,653
888,850
969,723
741,963
775,527
861,502
552,533
969,963
943,932
609,729
558,589
941,738
908,771
921,556
941,602
634,839
960,751
682,701
594,584
979,836
794,511
801,710
822,939
914,535
687,1000
921,810
841,687
636,872
968,509
637,966
777,573
761,653
905,966
720,742
910,555
801,739
870,517
637,520
777,651
853,503
991,1000
873,506
834,800
991,782
688,863
634,988
757,846
863,775
763,925
651,722
911,585
710,704
536,801
979,536
537,982
763,941
710,696
548,999
910,644
604,796
904,656
552,935
553,617
883,791
985,845
620,649
552,635
748,521
888,660
653,752
561,746
931,740
577,707
861,748
832,559
569,888
811,931
662,508
757,548
993,716
822,657
787,749
635,722
698,939
720,793
532,659
791,737
682,526
777,719
737,839
526,712
559,910
746,710
710,669
980,988
905,902
644,748
932,855
509,802
534,658
729,990
770,864
822,554
532,900
634,738
509,816
523,913
833,603
863,767
733,515
786,569
806,871
921,759
859,892
836,534
637,535
839,508
895,816
523,510
914,596
551,567
634,803
957,793
779,679
823,525
876,980
606,698
710,504
709,712
947,756
762,543
917,802
920,665
932,676
932,887
828,832
524,721
689,766
881,613
551,821
682,690
854,689
561,702
635,641
811,767
760,970
748,732
943,875
710,748
691,847
856,518
682,909
567,743
829,621
751,525
965,651
947,814
581,586
811,745
863,962
644,880
969,615
913,827
791,843
898,733
624,907
822,643
741,718
960,713
763,639
713,620
871,759
757,648
594,716
586,829
586,568
670,551
912,788
630,875
932,500
807,724
957,907
777,977
650,890
957,887
646,887
698,529
509,896
806,947
968,731
536,917
635,987
577,585
960,664
929,592
512,874
651,979
917,516
787,874
759,839
904,805
968,659
517,958
896,532
664,647
761,894
979,503
911,738
759,688
646,719
979,711
841,639
578,704
570,853
928,885
947,854
606,615
578,772
554,982
781,902
586,875
942,676
929,611
629,752
947,950
548,934
879,706
553,980
863,997
742,985
592,571
991,600
976,539
720,578
876,710
691,1000
991,840
578,566
584,517
744,666
587,886
624,961
861,529
519,996
710,529
777,539
756,531
551,820
914,657
665,578
876,747
826,714
811,923
805,513
641,902
957,782
634,676
756,779
881,582
589,840
978,806
605,882
779,560
857,939
806,552
876,704
598,538
759,951
807,838
944,788
666,874
663,759
650,519
881,509
660,894
577,718
916,893
757,701
621,755
682,801
968,744
612,880
904,695
537,852
649,515
995,724
646,561
832,795
823,500
718,837
554,542
995,559
612,802
616,926
586,583
582,881
822,995
567,564
682,925
746,865
630,586
644,918
688,915
947,626
769,648
931,953
688,732
637,828
967,820
570,901
957,621
792,890
558,616
887,570
521,574
530,777
691,524
989,837
750,613
587,710
523,714
520,906
839,972
532,717
787,824
525,710
685,906
765,733
727,903
775,761
741,878
528,841
664,593
737,782
758,553
882,770
853,688
543,798
775,917
848,664
757,634
665,853
928,664
921,819
626,919
794,551
750,821
777,871
854,670
518,553
527,968
931,982
824,692
806,971
871,551
689,773
732,985
811,654
624,950
938,832
667,838
947,571
576,681
634,924
703,830
590,562
644,894
757,798
646,982
586,810
558,938
744,735
709,835
635,539
520,666
667,740
635,618
871,793
638,917
917,934
827,713
741,746
886,776
581,643
928,882
610,953
664,566
620,834
920,930
650,750
792,667
619,742
659,949
710,762
636,935
895,631
961,937
535,847
530,936
528,640
563,913
660,852
621,789
594,709
584,578
822,618
777,960
836,684
762,931
664,625
570,768
883,861
811,894
732,944
910,849
637,909
824,887
656,816
549,960
823,516
733,599
742,560
563,970
910,926
517,705
691,577
569,879
594,638
641,752
720,582
961,677
979,981
733,902
786,561
863,954
843,831
760,707
932,983
965,948
758,632
769,537
969,882
570,563
626,762
524,740
691,638
811,971
598,957
853,673
871,667
521,621
536,673
930,935
828,619
586,726
578,505
659,694
912,540
960,648
635,972
500,723
949,595
631,725
599,814
589,594
765,803
500,750
875,830
689,911
639,843
741,709
806,909
801,550
882,754
932,619
913,784
610,718
606,570
578,685
631,917
811,593
656,873
837,549
656,600
